Donor1_Day07_P1_Rep1	Donor1_Day07_P2_Rep1	Donor1_Day07_P3_Rep1	Donor1_Day07_P4_Rep1	Donor1_Day14_P5_Rep1	Donor1_Day14_P6_Rep1	Donor1_Day14_P7_Rep1	Donor1_Day14_P8_Rep1	Donor1_Day15_P5_Rep2	Donor1_Day15_P6_Rep2	Donor1_Day15_P7_Rep2	Donor1_Day15_P8_Rep2	Donor2_Day06_P1_Rep2	Donor2_Day06_P2_Rep2	Donor2_Day06_P3_Rep2	Donor2_Day06_P4_Rep2	Donor3_Day07_P1_Rep3	Donor3_Day07_P2_Rep3	Donor3_Day07_P3_Rep3	Donor3_Day07_P4_Rep3	Donor3_Day14_P5_Rep3	Donor3_Day14_P5_Rep4	Donor3_Day14_P6_Rep3	Donor3_Day14_P6_Rep4	Donor3_Day14_P7_Rep3	Donor3_Day14_P7_Rep4	Donor3_Day14_P8_Rep3	Donor3_Day14_P8_Rep4	genes
10	12	19	1	2	2	5	1	5	2	0	8	9	8	3	0	5	24	8	14	2	4	0	3	5	3	5	5	RP11-396C23.4
2021	613	2207	494	1173	1367	975	1251	1107	896	180	795	1859	1402	917	980	1247	1433	2451	777	542	338	1572	1058	1518	343	689	1041	H3F3A
0	8	1	0	0	1	5	1	0	6	0	5	1	0	1	1	1	0	0	4	3	0	1	1	13	2	4	4	RP11-396C23.2
89	68	70	85	116	223	321	142	123	150	298	215	66	121	140	38	63	116	121	49	113	81	218	123	122	381	102	104	ACBD3
2	0	0	0	4	0	3	0	0	1	3	0	1	1	1	0	0	0	2	0	0	0	1	0	1	1	0	0	RP11-275I14.4
3	2	4	2	7	5	3	2	0	3	2	1	1	0	0	0	3	1	11	1	0	0	4	2	2	0	2	4	MIXL1
1593	63	1929	1	577	631	313	1082	239	722	53	626	558	1271	63	77	65	537	953	16	20	31	1297	1124	792	121	814	1032	LIN9
5521	169	6488	61	834	9648	7147	18044	194	12129	571	8078	1111	3008	105	163	249	927	1908	173	57	21	15371	9770	17981	1522	7030	12806	PARP1
0	0	0	0	0	92	11	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	C1orf95
327	26	373	15	205	593	644	260	80	209	538	212	98	436	49	9	32	184	157	9	13	8	306	264	182	283	193	227	ITPKB
7	0	3	0	2	8	11	0	1	3	3	1	0	4	0	0	4	3	4	0	0	0	4	1	4	4	5	0	ITPKB-AS1
4	0	3	3	0	528	351	341	4	380	161	262	1	0	1	1	0	0	3	0	0	1	301	121	452	145	100	88	PSEN2
513	472	556	142	219	2246	2406	4111	265	2943	463	1832	240	377	259	227	167	345	313	535	170	268	3414	1519	4456	824	1357	2463	ADCK3
868	50	808	87	570	1020	892	1341	380	1150	745	1298	545	1034	295	69	115	751	697	49	103	66	1542	1138	1156	1639	907	1111	CDC42BPA
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-1087E8.3
15	1	18	1	6	15	23	14	6	19	2	9	14	13	1	1	0	9	8	0	2	0	20	12	15	7	9	16	RP11-1B20.1
4	0	0	0	3	2	5	1	0	4	0	4	0	0	0	2	0	1	1	0	0	1	4	6	1	7	1	2	CTD-2090I13.1
0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	RP11-275O4.3
177	16	204	3	97	274	460	351	8	191	134	262	27	188	11	0	2	70	85	6	6	1	291	345	281	193	202	324	ZNF678
1254	305	1371	163	397	960	755	1966	383	1055	192	866	604	731	241	288	346	523	868	246	184	165	1600	1094	1730	351	788	1643	SNAP47
157	18	148	11	30	190	297	358	35	256	49	170	68	63	20	17	31	52	83	19	18	9	308	179	456	105	148	276	JMJD4
2	0	11	0	0	2	2	2	1	2	3	1	1	4	0	0	0	3	1	0	0	0	0	6	3	0	1	0	SNAP47-AS1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRSS38
1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	WNT9A
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WNT3A
15484	29399	16870	15071	7079	21813	14706	18951	8514	14288	3401	11015	12556	10291	10135	16625	19616	10559	16865	30467	11875	19095	19398	13516	18732	3703	8611	14226	ARF1
755	28	935	12	383	510	772	1240	161	599	252	621	398	519	72	76	55	343	771	19	26	44	698	483	1201	496	516	945	C1orf35
1512	1223	1483	660	533	981	1470	2851	559	1564	432	1255	840	842	600	532	586	735	1181	1095	487	826	2200	1385	2683	887	1035	2183	MRPL55
9864	13363	11184	12282	7652	2963	3736	4483	10868	2522	1024	2281	11131	6169	13339	14132	11113	11317	17145	17490	10745	12190	3356	3080	4398	1298	2175	4383	GUK1
0	11	3	11	3	0	4	0	1	0	2	2	4	1	7	8	3	1	1	22	15	5	1	0	0	0	1	0	GJC2
6	16	8	8	5	2	10	1	8	2	3	0	13	6	16	14	7	8	9	13	20	13	2	6	2	0	0	0	IBA57-AS1
754	1732	759	1332	348	202	351	679	548	309	80	385	579	576	998	1126	1105	644	884	2031	1083	1087	437	393	707	168	386	542	IBA57
4	9	8	9	1	2	2	1	19	2	5	1	13	3	22	4	28	14	19	11	42	4	8	0	2	3	3	1	C1orf145
26	103	20	74	43	209	495	71	123	126	152	84	113	19	161	115	155	83	122	126	113	48	81	23	226	236	29	36	OBSCN
0	8	8	0	0	3	15	12	3	2	3	4	3	3	1	1	0	4	4	0	0	1	5	1	4	3	1	7	RP5-1139B12.2
2	2	1	0	0	7	8	7	0	4	5	2	2	1	1	1	0	0	2	2	0	0	1	1	5	0	4	5	RP5-1139B12.3
0	0	0	0	0	4	7	0	1	1	0	0	1	0	1	1	3	1	2	8	2	1	2	0	0	0	0	0	RP5-1139B12.4
2	0	1	0	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	1	0	0	2	1	1	1	0	RP11-245P10.6
545	180	594	221	341	313	601	517	310	337	385	299	555	457	256	254	213	441	733	223	208	189	382	323	449	508	248	335	TRIM11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-245P10.8
2	0	3	0	2	16	5	4	0	6	2	7	2	1	1	0	0	0	4	0	1	0	6	2	1	2	0	2	RP11-245P10.4
39	2	44	0	25	79	87	41	25	83	50	85	31	37	21	3	10	32	24	11	5	1	77	37	50	105	25	39	TRIM17
0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	2	HIST3H3
303	1308	244	556	166	184	309	146	234	130	33	90	439	202	353	549	596	330	466	1246	468	574	173	91	204	49	52	95	HIST3H2A
24	144	12	75	18	10	16	9	23	7	5	5	35	13	50	47	72	23	37	137	85	57	2	9	8	5	3	5	HIST3H2BB
1069	758	923	641	945	272	721	450	902	286	575	343	1110	1025	1221	421	418	1430	1449	666	738	533	406	376	451	1247	227	446	RNF187
6	0	2	0	2	7	49	17	0	0	18	1	1	0	1	0	0	0	12	0	1	0	6	0	26	2	2	24	RHOU
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-1065P14.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-1061H20.5
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TMEM78
0	0	7	0	0	11	6	15	0	11	0	7	0	2	0	0	0	0	0	0	1	0	10	7	15	5	3	6	RP5-1061H20.4
70	16	91	8	55	498	521	241	33	228	170	245	41	60	30	9	12	63	85	2	9	4	228	128	296	260	119	145	RAB4A
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SPHAR
4	1	3	0	1	3	9	2	0	3	7	7	0	3	1	0	4	1	0	0	1	0	4	0	4	1	5	8	RP4-803J11.2
218	19	260	9	250	334	386	194	177	166	194	164	249	224	58	47	85	189	373	34	10	0	214	142	136	155	97	156	CCSAP
1	5	5	0	3	1	4	2	1	0	2	2	0	0	0	1	1	1	2	4	0	0	0	8	2	2	0	0	ACTA1
7	0	6	1	1	3	18	14	7	14	6	6	5	0	1	1	0	2	8	1	0	6	19	3	9	11	5	13	RP5-1068B5.3
2180	244	2588	146	544	2437	1541	5175	386	3190	336	2234	753	1277	327	297	365	684	1224	174	149	132	4515	3276	4529	851	2238	3757	NUP133
2	0	1	0	1	4	0	0	5	3	0	6	10	2	1	1	1	3	4	0	2	1	6	1	4	3	3	4	RP4-613A2.1
4029	416	3680	424	3760	276	709	1043	2633	570	202	979	4535	4588	1965	960	1460	4468	5597	403	621	127	987	1393	808	717	915	1471	ABCB10
277	13	277	12	166	201	265	350	123	305	78	187	226	161	73	29	57	159	235	16	24	3	357	353	336	225	129	282	TAF5L
664	39	802	25	157	891	913	3537	60	2157	128	1799	144	503	48	46	64	151	234	16	9	14	3048	1775	3388	647	1605	2309	URB2
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-286M16.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-552D4.1
2488	3221	2591	2174	685	2943	3035	6244	1191	2949	476	3046	1783	1381	1940	2242	2921	1315	2295	3295	1998	1944	3850	2300	5774	1064	2505	4324	GALNT2
13	17	9	29	4	8	4	7	25	19	8	9	2	11	37	12	17	17	9	25	47	28	7	5	2	5	11	4	RP5-956O18.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-956O18.3
1	0	0	0	0	7	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	PGBD5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-543E8.1
1654	92	1947	111	510	1475	1148	3298	377	1890	189	1605	801	1014	236	255	379	587	1180	121	85	127	2801	2101	3040	412	1535	2636	COG2
0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AGT
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-99J16__A.2
2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CAPN9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	RP5-858B6.1
1550	627	1823	968	966	572	369	3262	972	1455	40	1512	967	1633	821	698	727	1242	1480	651	805	881	2640	2318	2227	325	2106	2859	C1orf198
2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	RP5-858B6.3
214	10	286	5	83	305	365	1071	22	504	269	470	30	212	3	4	9	44	68	7	10	1	688	447	887	267	493	749	TTC13
1739	75	2024	16	544	1550	1193	5761	214	2989	195	2934	497	1565	88	66	98	551	954	32	16	9	5056	4498	4384	999	2787	4941	ARV1
9	0	8	0	0	58	81	317	1	114	129	125	2	7	3	0	0	1	2	0	0	0	240	133	197	198	79	186	FAM89A
0	0	5	0	0	6	4	1	3	5	1	5	0	2	1	0	0	0	2	0	0	2	2	0	1	11	1	6	TRIM67
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-1097F14.3
851	75	1052	37	310	894	735	1805	201	1230	213	949	444	548	161	96	166	330	687	51	73	38	1644	1120	1680	414	774	1362	C1orf131
2032	106	2501	39	616	2474	1768	4092	324	2584	497	1901	810	1294	164	163	171	693	1218	89	50	32	3554	2531	3362	649	1802	3232	GNPAT
329	36	383	80	412	202	244	326	272	177	218	386	204	445	209	110	109	432	354	46	119	85	290	215	294	354	366	241	EXOC8
782	145	912	118	301	613	391	1050	251	627	109	645	512	478	225	148	251	365	686	129	137	71	924	623	1023	251	572	837	SPRTN
101	19	129	14	107	114	176	170	45	43	101	95	80	170	48	16	13	96	67	24	17	16	134	58	84	71	68	120	EGLN1
100	21	113	5	33	282	327	224	21	130	182	108	48	50	15	14	16	25	53	18	2	5	184	144	215	89	88	164	RP11-295G20.2
0	8	0	2	0	0	0	1	0	0	1	0	0	2	1	0	1	0	0	12	0	5	0	0	0	0	0	1	TSNAX-DISC1
653	281	601	453	437	1022	590	671	424	503	394	878	392	735	440	282	445	598	565	293	362	405	770	645	667	332	867	577	TSNAX
0	8	0	0	0	0	0	1	1	0	0	0	1	1	3	0	2	0	0	3	0	1	2	2	0	0	0	1	LINC00582
0	0	0	9	0	18	129	2	0	4	16	0	0	3	1	2	1	0	2	1	0	4	0	2	2	2	0	6	DISC1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-865N13.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-865N13.1
1	0	0	0	0	129	174	0	0	3	72	0	0	0	0	0	0	2	0	4	0	0	1	0	9	21	0	1	SIPA1L2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-66A2.1
0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-66A2.2
7	1	5	1	8	225	244	78	0	70	65	76	0	11	0	1	0	11	0	0	0	0	81	28	111	53	43	36	MAP10
247	14	308	15	79	1321	1412	1442	45	1066	267	870	119	209	33	16	30	60	134	28	18	11	1337	746	1443	461	587	880	NTPCR
2	0	4	0	0	65	128	6	1	18	61	7	0	9	2	0	3	0	3	1	0	0	13	6	20	10	5	20	PCNXL2
5	0	14	0	0	32	125	62	0	62	48	38	1	1	0	0	0	0	3	4	1	0	71	15	97	77	9	35	MLK4
0	0	3	2	2	5	0	1	5	4	0	0	3	0	4	11	10	6	3	4	2	5	29	57	0	0	1	7	KCNK1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	SLC35F3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-488L4.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-799P18.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-799P18.3
5	0	14	2	4	5	12	14	4	9	3	10	3	11	0	0	0	8	7	1	2	2	6	8	10	5	14	13	RP5-827C21.2
0	0	1	0	4	1	4	4	4	8	5	3	1	0	0	1	1	1	0	0	0	0	1	1	2	4	1	2	RP5-827C21.6
19	45	24	12	29	42	38	27	16	34	47	25	19	20	15	10	18	29	22	36	20	15	65	21	47	60	18	26	RP5-827C21.4
232	141	303	123	136	353	384	976	129	504	158	838	106	229	117	47	98	157	190	128	77	119	800	437	857	427	530	589	COA6
129	2	158	6	51	702	1115	571	10	536	515	451	30	163	19	17	21	46	50	40	8	12	720	475	535	490	289	615	TARBP1
0	3	0	11	0	0	1	0	0	0	0	0	2	0	0	2	0	2	0	16	6	12	1	0	0	0	0	0	RP5-855F14.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-855F14.2
1272	1480	1009	1972	1319	2031	4200	925	1611	709	2528	703	1457	1460	2118	1022	1221	1916	1700	1658	2089	1619	1119	949	836	1325	631	886	IRF2BP2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-781K5.2
1	2	0	1	0	2	1	1	1	0	0	0	2	0	0	0	3	0	3	1	1	0	0	0	0	0	0	1	LINC00184
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-781K5.9
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	RP4-781K5.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-781K5.5
0	0	0	0	0	5	6	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	7	4	1	0	0	0	RP4-781K5.6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-781K5.7
3	2	0	0	0	34	28	31	1	29	9	12	3	0	0	2	0	0	0	0	1	1	19	10	15	8	10	7	LINC01132
0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	RP11-443B7.2
0	0	0	0	0	39	26	0	0	1	21	0	0	1	0	1	2	0	1	0	0	0	0	1	0	2	0	0	RP11-443B7.1
0	0	0	0	0	38	43	1	0	0	17	0	0	4	0	0	1	0	0	0	0	0	0	0	1	3	0	0	RP11-443B7.3
2	15	2	4	0	4	6	7	3	1	0	2	0	4	7	2	2	2	0	6	3	5	6	0	4	2	1	4	RP4-597N16.4
2869	873	3185	657	1045	5588	4277	9391	686	6841	866	6476	1180	2308	591	595	783	1352	1706	751	414	831	8876	5731	8848	2444	5256	6167	TOMM20
18	8	29	0	15	32	42	31	11	42	22	28	17	21	8	8	3	15	28	4	7	1	37	36	43	51	14	23	RBM34
1184	3149	1368	1703	989	1784	1605	1062	1592	860	842	836	1419	1089	2327	1584	2309	1604	1782	2923	1777	1576	1196	918	1085	707	710	931	ARID4B
569	732	561	411	227	946	527	793	309	609	176	505	388	361	353	380	467	320	507	824	371	453	784	636	663	263	408	633	GGPS1
399	103	483	85	149	877	797	1938	141	1120	199	945	279	247	162	129	172	253	340	33	96	33	1617	972	1825	420	760	1234	TBCE
1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	TBCE-AS1
65	37	123	17	51	260	182	359	27	398	38	249	46	66	21	34	17	63	92	23	13	13	385	230	383	80	222	208	B3GALNT2
1	0	0	0	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	GNG4
933	294	946	312	652	866	1664	403	661	342	1005	330	796	788	548	202	369	776	1007	342	406	314	434	569	397	338	312	528	LYST
0	0	0	2	0	0	4	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	LYST-AS1
0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP5-940F7.2
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP4-580N22.2
0	1	0	0	0	450	67	63	0	81	27	77	1	0	0	0	0	0	0	0	0	0	155	151	59	19	95	42	NID1
5	2	4	2	2	69	64	2	0	11	69	12	0	1	0	0	2	0	1	1	0	1	27	16	5	19	7	9	GPR137B
4	29	36	25	6	292	264	22	6	65	130	49	17	11	17	31	19	11	15	64	14	55	46	21	48	55	17	18	ERO1LB
1	0	2	0	1	656	645	11	1	41	326	15	0	1	1	1	3	0	1	1	0	0	22	0	28	59	5	4	EDARADD
2483	1223	2650	624	873	3372	2417	2880	1061	1888	944	1551	1551	1488	1059	985	1386	1443	1812	1072	723	575	2923	2305	2483	572	1408	2478	LGALS8
3	5	11	3	3	11	10	6	1	2	1	0	1	0	2	1	10	9	5	4	2	6	3	2	7	2	3	5	LGALS8-AS1
5	16	18	4	6	15	49	17	12	4	19	6	6	10	11	13	12	12	7	8	6	11	16	11	11	7	4	25	RP11-385F5.5
0	2	2	1	7	13	4	1	5	7	0	1	1	3	6	0	0	5	1	1	3	1	6	14	0	3	1	1	RP11-385F5.4
762	266	969	126	201	989	1109	4266	118	2404	233	1758	298	617	187	135	194	346	472	260	120	168	3427	1674	4123	523	1559	2576	HEATR1
0	13	1	0	0	1	5	2	0	7	3	4	2	0	1	0	0	1	0	4	1	2	8	2	1	1	1	1	ACTN2
1374	84	1735	65	512	2618	1915	3213	223	2652	612	2162	363	1300	178	127	104	546	746	100	82	105	3309	2394	2772	1014	2069	2545	MTR
0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT1HL1
0	0	0	3	1	46	21	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	RYR2
0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	RP11-193H5.1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ZP4
6	4	4	0	3	1	12	5	6	3	2	3	3	1	0	1	2	4	5	1	3	0	0	3	6	16	4	8	MTRNR2L11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-136B18.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01139
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-177F15.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-544D21.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-544D21.1
0	0	1	0	1	59	110	0	0	8	36	2	0	1	0	0	1	0	0	0	2	0	2	0	0	5	1	1	CHRM3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHRM3-AS1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-35L17.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FMN2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-567G24.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-177F11.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AL646016.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GREM2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-467I20.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-80B9.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-80B9.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RGS7
0	14	0	4	0	2	4	0	0	0	0	0	0	0	2	3	10	0	0	6	3	4	0	0	0	0	0	0	RP11-527D7.1
4719	186	5129	47	1087	3755	2299	7324	538	4633	301	3428	2777	1948	235	693	824	1163	3404	96	98	27	6295	4426	6942	1032	2901	5310	FH
1	0	6	0	0	6	30	0	0	0	17	1	3	0	0	0	2	2	1	0	0	0	1	0	2	4	3	0	KMO
3	0	5	0	2	29	61	13	0	13	41	5	1	0	0	2	0	0	2	0	0	0	10	5	19	16	2	6	OPN3
137	5	178	8	84	172	328	289	24	168	253	372	66	200	20	1	10	63	112	8	10	11	260	167	252	373	244	177	CHML
0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	WDR64
4606	49	4951	21	890	2537	1625	5071	302	3308	282	1934	1514	1977	105	184	187	864	2233	39	14	15	4706	3847	4362	586	1885	4604	EXO1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MAP1LC3C
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PLD5
1	17	1	0	0	0	0	0	0	7	0	0	5	0	0	17	19	0	18	16	0	1	8	3	2	2	0	1	RP11-561I11.4
0	7	1	0	0	0	0	0	0	0	0	0	6	0	0	7	8	0	2	18	0	0	0	0	0	0	0	0	RP11-561I11.3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-261C10.1
1	3	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	2	0	0	1	3	1	0	0	1	0	RP11-261C10.2
19	5	28	5	18	23	41	20	13	9	29	22	24	27	15	5	8	32	12	5	10	6	13	22	16	30	16	28	RP11-261C10.3
174	61	210	20	106	555	830	809	60	591	243	505	83	156	66	60	45	107	93	37	44	40	670	326	799	393	278	484	CEP170
0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	RP11-261C10.5
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	RP11-261C10.4
0	0	1	0	0	2	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	AC092782.1
392	35	473	24	224	597	1124	623	153	296	648	317	241	254	128	77	111	255	416	41	41	22	427	284	557	396	266	517	SDCCAG8
2	2	0	0	4	209	300	1	0	6	98	5	0	0	0	0	0	0	0	3	2	0	8	1	13	39	2	3	AKT3
0	0	0	0	0	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-269F20.1
1	1	2	0	1	0	5	1	5	0	0	1	1	2	2	0	1	2	4	0	3	0	3	1	0	2	0	0	RP11-278H7.1
29	11	30	23	60	23	75	15	48	16	127	14	29	22	38	12	19	54	42	10	30	12	16	13	10	97	15	14	ZBTB18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AL590483.1
0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-278H7.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RP11-278H7.3
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	C1orf100
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	RP11-518L10.5
554	167	743	137	144	2182	1543	3229	102	2401	236	1814	236	369	92	87	119	156	327	149	144	112	2994	1363	3516	509	1175	1750	ADSS
1	0	1	0	1	9	4	2	0	0	0	1	1	1	0	0	0	4	0	0	0	0	2	0	1	6	2	4	C1orf101
183	82	228	38	188	346	493	460	113	357	215	492	138	217	92	22	23	176	206	65	61	57	506	288	412	464	287	255	DESI2
81	4	67	8	28	34	84	61	27	38	13	38	55	40	35	5	22	49	92	12	2	9	50	38	64	53	35	72	COX20
59	22	48	12	44	64	100	48	35	51	36	61	41	70	24	6	8	38	55	16	13	16	77	42	35	32	50	51	HNRNPU-AS1
2303	1239	2421	772	1912	2971	3695	3468	1073	3421	2022	3099	1426	2628	713	299	320	1785	1981	1208	767	1467	4275	2655	3564	4634	2142	2372	HNRNPU
1	10	0	4	0	3	2	2	0	4	0	1	4	3	3	3	1	1	3	2	1	12	0	2	7	1	5	0	RP11-11N7.4
