GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_VESICLE_MEDIATED_TRANSPORT	1200	105	5.93995235977e-10	9.08607885101e-08	SYTL1:FGR:PTAFR:MFSD2A:PTGER3:FCGR1A:S100A13:SLAMF1:FCER1G:F5:QSOX1:ACTN2:SRGN:BET1L:PACSIN3:NR1H3:VPS51:RIN1:BBS1:TBC1D10C:APOA1:HYOU1:CD9:KRT18:FAM109A:SCARB1:RAB20:CEBPE:MIA2:CTAGE5:TNFAIP2:THBS1:ANXA2:PSTPIP1:APOBR:RABEP2:DOC2A:CORO1A:STX1B:PYCARD:CETP:HP:SPIRE2:PLD2:ASGR1:UNC119:CCL5:ARL17B:COPZ2:MRC2:MILR1:LLGL2:CSNK1D:RAB31:ELANE:AP3D1:PIP5K1C:HOOK2:EPS15L1:FCHO1:AXL:EXOC3L2:A1BG:STON1:TGFA:LOXL3:CXCR2:CXCR1:RAMP1:HCK:CPNE1:ELMO2:SLC17A9:ITGB2:KDELR3:PDGFB:CCR1:STAB1:PRKCD:KALRN:GATA2:SPON2:ALB:PF4:PPBP:ANXA3:SLC9A3:CD14:ARAP3:ADRB2:TMED9:F13A1:MYO6:ENPP3:SYTL3:ACTB:MYO1G:STX1A:LIMK1:CAV2:CLU:VLDLR:GSN:TOR1A:TMSB4X:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_VESICLE_MEDIATED_TRANSPORT
GO_REGULATION_OF_IMMUNE_RESPONSE	814	79	7.75502176639e-10	1.14670921852e-07	FGR:PTAFR:FCGR1A:CTSK:MNDA:SLAMF1:FCER1G:FCGR2B:LAX1:CR1:HLX:IL2RA:ADAM8:NR1H3:LPXN:MS4A2:CLCF1:UNC93B1:APOA1:TIRAP:C3AR1:CACNB3:IL23A:RIPK3:CTSG:B2M:CD276:FES:VIMP:SOCS1:PYCARD:ITGAM:NOD2:NLRC5:CYBA:PLD2:TNFSF13:PIK3R6:CCL5:CD300A:CD300LB:CD300C:CD300LF:CD226:ELANE:FCER2:ICAM1:BST2:TYROBP:CLC:CEACAM1:PRKD2:C5AR1:C5AR2:TRPM4:CD33:OSCAR:IL1RL1:HCK:ELMO2:ITGB2:CCR2:GPX1:TLR9:TLR9:PRKCD:CD200R1:SPON2:IL4:CD14:TREML1:ACTB:MYO1G:LIMK1:CLU:LY96:TLR4:CARD9:C8G:VSIG4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNE_RESPONSE
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	163	28	8.84883269304e-10	1.26623941375e-07	PTAFR:PTGER3:PLAU:CTR9:NR1H3:P2RY2:TIRAP:SCARB1:CEBPE:B2M:VIMP:PYCARD:CCL2:CCL5:SBNO2:ICAM1:AXL:HCK:CEBPB:CX3CR1:CCR5:SPON2:CD14:STAR:LY96:VLDLR:TLR4:HSPA5	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	1887	146	1.64374677201e-09	2.2786439627e-07	TNFRSF18:TNFRSF4:CHD5:FGR:PTAFR:TRIM62:PTGER3:TGFBR3:F3:S1PR1:RHOC:FCGR1A:CTSK:S100A8:S100A13:SH2D2A:FCRL2:MNDA:SLAMF1:FCER1G:LAX1:CR1:HLX:TSPAN15:UNC5B:ADAM8:PRKCDBP:NR1H3:PTGDR2:CLCF1:UNC93B1:APOA1:TIRAP:IGSF9B:C3AR1:CACNB3:IL23A:RIPK3:CTSG:JAG2:THBS1:CAPN3:B2M:DAPK2:CSPG4:STX1B:PYCARD:ITGAM:NOD2:NLRC5:AGRP:CYBA:PLD2:TMEM102:TNFSF13:PIK3R6:TRIM16:KSR1:CCL2:CCL5:CCL23:LASP1:ERN1:CSNK1D:CD226:AZU1:ELANE:TMEM259:GADD45B:TNFSF14:FCER2:ICAM1:GIPC1:HSH2D:BST2:CRLF1:PLEKHF1:MAP3K10:AXL:PLAUR:PTGIR:PRKD2:C5AR1:C5AR2:TRPM4:FPR1:NLRP12:ADAM17:TGFA:IL1RL1:IL18R1:ALS2:TMEM198:INHA:SCG2:HCK:CPNE1:ELMO2:TRPM2:ITGB2:LIF:CARD10:LGALS1:PDGFB:BIK:CCR1:CCR2:PLXNB1:GPX1:TLR9:TLR9:PRKCD:MYLK:SPON2:ALB:PF4:PPBP:CXCL3:HPSE:TERT:THBS4:IL4:CD14:ADRB2:CSF1R:F12:LFNG:ACTB:MYO1G:STX1A:LIMK1:CAV2:BMP1:CLU:LY96:GADD45G:TLR4:GSN:CARD9:AGPAT2:C8G:ARHGAP6:VSIG4:CXCR3:FAM58A:ARHGAP4:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS
GO_REGULATION_OF_CHEMOTAXIS	179	29	2.00329782865e-09	2.69291792966e-07	PADI2:F3:S1PR1:TIRAP:C3AR1:IL23A:THBS1:DAPK2:TMEM102:CCL2:CCL5:AZU1:ELANE:TNFSF14:PRKD2:C5AR1:C5AR2:ADAM17:SCG2:PDGFB:CCR1:CCR2:PF4:PPBP:CXCL3:THBS4:IL4:PLXNA4:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CHEMOTAXIS
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	369	45	3.0609730907e-09	3.99366959716e-07	TNFRSF8:FGR:PTAFR:SLAMF1:FCER1G:ADAM8:PRG3:PRG2:P2RY2:TIRAP:C3AR1:IL23A:LUM:THBS1:B2M:CD276:PYCARD:NOD2:CYBA:TRIM16:CCL2:EPX:AZU1:ELANE:PRKD2:C5AR1:NLRP12:ADAM17:IL1RL1:IL18R1:CEBPB:CCR2:TLR9:TLR9:SPON2:PF4:HPSE:IL4:CD14:CSF1R:CLEC5A:CLU:LY96:TLR4:CARD9:AGPAT2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	296	39	3.27346112763e-09	4.14887816062e-07	PTGER3:F3:S1PR1:S100A8:FCER1G:ADAM8:TIRAP:C3AR1:IL23A:THBS1:DAPK2:NOD2:CYBA:TMEM102:CCL2:CCL5:CCL23:AZU1:TNFSF14:PRKD2:C5AR1:NLRP12:ADAM17:IL1RL1:SCG2:PDGFB:CCR1:CCR2:TLR9:TLR9:PF4:PPBP:CXCL3:THBS4:IL4:ADRB2:F12:LY96:TLR4:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GO_TAXIS	463	52	4.07594222208e-09	4.90539170517e-07	PTAFR:S1PR1:S100A8:FCER1G:UNC5B:PLAU:DPYSL4:ADAM8:PTGDR2:APOA1:C3AR1:RNASE2:CMTM5:FES:CORO1A:CCL2:CCL5:CCL23:AZU1:PIP5K1C:PLAUR:VASP:C5AR1:C5AR2:TRPM4:FPR1:FPR2:CXCR2:CXCR1:SCG2:GPC1:ELMO2:ITGB2:PDGFB:TYMP:CX3CR1:CCR3:CCR1:CCR2:CCR5:PLXNB1:PRKCD:SPON2:PF4:PPBP:CXCL3:IL4:GFRA3:CSF1R:UNC5A:PLXNA4:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_TAXIS
GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	96	20	4.09151246824e-09	4.90539170517e-07	PADI2:TIRAP:C3AR1:IL23A:THBS1:DAPK2:TMEM102:CCL2:CCL5:TNFSF14:C5AR1:C5AR2:ADAM17:CCR1:CCR2:PF4:PPBP:CXCL3:THBS4:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	155	26	5.40818912772e-09	6.31334920278e-07	CNR2:PTGER3:TNFAIP8L2:IL2RA:PLAU:NR1H3:APOA1:ANXA2:CD276:VIMP:ALOX12:METRNL:ELANE:PLAUR:NLRP12:TNFAIP6:SERPINE2:PDGFB:CX3CR1:GPX1:PRKCD:SPP1:IL4:ADRB2:F12:NT5E	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	81	18	6.54758409566e-09	7.44745719188e-07	TIRAP:C3AR1:IL23A:THBS1:DAPK2:TMEM102:CCL2:CCL5:TNFSF14:C5AR1:ADAM17:CCR1:CCR2:PF4:PPBP:CXCL3:THBS4:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS
GO_REGULATION_OF_INFLAMMATORY_RESPONSE	293	38	7.90861470724e-09	8.77065371033e-07	CNR2:PTGER3:TNFAIP8L2:S100A8:FCER1G:CR1:IL2RA:ADAM8:NR1H3:APOA1:C3AR1:IL23A:CD276:VIMP:NOD2:CCL2:CCL5:CCL23:METRNL:ELANE:SBNO2:C5AR1:C5AR2:NLRP12:IL1RL1:TNFAIP6:HCK:CX3CR1:CCR2:GPX1:TLR9:TLR9:PRKCD:IL4:ADRB2:F12:NT5E:TLR4:C8G	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_INFLAMMATORY_RESPONSE
GO_CELLULAR_DEFENSE_RESPONSE	58	15	8.31694256312e-09	8.99852614878e-07	MNDA:PRF1:CD300C:TYROBP:C5AR1:GNLY:CXCR2:CX3CR1:CCR3:CCR2:CCR5:IL4:NCF1:CLEC5A:LY96	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_DEFENSE_RESPONSE
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1388	113	8.54278351195e-09	9.02280658548e-07	RNF207:TNFRSF8:FGR:PTAFR:PTGER3:F3:CD101:SLAMF1:FCER1G:HLX:IL2RA:ALOX5:ZNF488:PLAU:ADAM8:WT1:PRG3:PRG2:CLCF1:P2RY2:TRPC6:TIRAP:C3AR1:CELA1:IL23A:LUM:RASAL1:SCARB1:MMP14:THBS1:ITPKA:B2M:PPIB:CD276:FES:METRN:ATP2A1:PYCARD:NOD2:CYBA:ALOX12:TNFSF13:PIK3R6:TRIM16:TRPV2:CCL2:CCL5:EPX:ARHGDIA:METRNL:AZU1:ELANE:AP3D1:TBXA2R:ICAM1:SLC27A1:CEBPA:AXL:PRKD2:C5AR1:TRPM4:NLRP12:ADAM17:IL1RL1:IL18R1:INHA:SERPINE2:GPC1:CPNE1:SNAI1:CEBPB:ITGB2:LIF:LGALS1:PDGFB:CAMK1:CX3CR1:CCR3:CCR1:CCR2:PLXNB1:TLR9:TLR9:GATA2:ETV5:SPON2:ALB:PF4:ANXA3:HPSE:SPP1:TERT:FST:FBN2:IL4:CD14:ADRB2:CSF1R:HRH2:RGS14:F12:LIMK1:CLEC5A:BMP1:CLU:STAR:LY96:VLDLR:TLR4:CDK9:CARD9:AGPAT2:NSMF:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS
GO_REGULATION_OF_CYTOKINE_PRODUCTION	556	58	9.28124890526e-09	9.44647925005e-07	TNFRSF8:FGR:PTAFR:SLAMF1:FCER1G:SRGN:ADAM8:PRG3:PRG2:P2RY2:APOA1:TIRAP:C3AR1:IL23A:LUM:RIPK3:THBS1:B2M:CD276:VIMP:SOCS1:PYCARD:NOD2:NLRC5:CYBA:TRIM16:CCL2:EPX:AZU1:ELANE:BST2:CLC:AXL:PRKD2:C5AR1:C5AR2:TRPM4:NLRP12:ADAM17:IL1RL1:IL18R1:INHA:CEBPB:IL5RA:CCR2:TLR9:TLR9:SPON2:PF4:HPSE:IL4:CD14:CSF1R:CLEC5A:CLU:LY96:TLR4:CARD9:AGPAT2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CYTOKINE_PRODUCTION
GO_MOVEMENT_OF_CELL_OR_SUBCELLULAR_COMPONENT	1262	105	9.36981711006e-09	9.44647925005e-07	FGR:TGFBR3:S1PR1:RHOC:S100A8:CD48:FCER1G:KIF21B:ACTN2:UNC5B:PLAU:DPYSL4:ADAM8:DGKZ:CATSPER1:APOA1:KIRREL3:CD9:KRT2:SCARB1:MMP14:LTB4R:THBS1:DAPK2:ITGA11:CSPG4:PSTPIP1:DNAH3:CORO1A:ITGAM:ITGAX:KIFC3:SPG7:PLD2:ALOX12:MYH3:CCL2:CCL5:CCL23:EPX:ARHGDIA:SLC16A3:AZU1:ELANE:AP3D1:PIP5K1C:ICAM1:GIPC1:AXL:CEACAM1:PLAUR:VASP:C5AR1:TRPM4:FPR1:FPR2:NLRP12:MBOAT7:GP6:TNNT1:ADAM17:DPP4:CXCR2:CXCR1:SCG2:GPC1:HCK:SNTA1:ELMO2:SNAI1:KCNE1:ITGB2:PDGFB:CELSR1:CX3CR1:CCR1:CCR2:CCR5:PLXNB1:GPX1:PRKCD:GATA2:SPON2:PF4:PPBP:CXCL3:ROPN1L:PPAP2A:THBS4:SPOCK1:GFRA3:CSF1R:UNC5A:SLC26A8:MYO6:ACTB:MYO1G:PLXNA4:CALD1:PTP4A3:CERCAM:TOR1A:FUT7:CXCR3:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MOVEMENT_OF_CELL_OR_SUBCELLULAR_COMPONENT
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	924	83	1.15086728278e-08	1.13449939254e-06	PADI2:CNR2:TMEM39B:PTGER3:F3:S1PR1:CTSK:TNFAIP8L2:S100A8:FCER1G:QSOX1:CR1:IL2RA:PLAU:ADAM8:SLC35C1:NR1H3:APOA1:TIRAP:C3AR1:IL23A:RAB20:THBS1:CAPN3:B2M:ANXA2:DAPK2:CD276:VIMP:NOD2:CYBA:ALOX12:TMEM102:CCL2:CCL5:CCL23:ERN1:METRNL:SERPINB10:AZU1:ELANE:SBNO2:TNFSF14:GMIP:PLAUR:PRKD2:C5AR1:C5AR2:NLRP12:ADAM17:IL1RL1:TNFAIP6:SCG2:SERPINE2:HCK:SLC17A9:ZDHHC8:PDGFB:CX3CR1:CCR1:CCR2:GPX1:TLR9:TLR9:PRKCD:MYLK:CPA3:PF4:PPBP:CXCL3:HPSE:SPP1:THBS4:IL4:REEP2:ADRB2:F12:NT5E:PLXNA4:LY96:TLR4:C8G:CXCR3:RAB33A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GO_CELL_CHEMOTAXIS	162	26	1.44371285594e-08	1.39224135412e-06	S100A8:FCER1G:ADAM8:CORO1A:CCL2:CCL5:CCL23:AZU1:PIP5K1C:C5AR1:TRPM4:CXCR2:CXCR1:SCG2:ELMO2:ITGB2:PDGFB:CX3CR1:CCR1:CCR2:CCR5:PRKCD:PF4:PPBP:CXCL3:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELL_CHEMOTAXIS
GO_CELL_MOTILITY	825	76	1.59536008615e-08	1.50574837067e-06	FGR:TGFBR3:S1PR1:RHOC:S100A8:CD48:FCER1G:PLAU:ADAM8:DGKZ:CATSPER1:APOA1:KIRREL3:KRT2:SCARB1:MMP14:THBS1:DAPK2:ITGA11:CSPG4:PSTPIP1:DNAH3:CORO1A:ITGAM:ITGAX:PLD2:CCL2:CCL5:CCL23:EPX:SLC16A3:AZU1:ELANE:PIP5K1C:ICAM1:GIPC1:AXL:CEACAM1:C5AR1:TRPM4:NLRP12:MBOAT7:GP6:ADAM17:DPP4:CXCR2:CXCR1:SCG2:HCK:ELMO2:SNAI1:ITGB2:PDGFB:CELSR1:CX3CR1:CCR1:CCR2:CCR5:PLXNB1:GPX1:PRKCD:GATA2:PF4:PPBP:CXCL3:PPAP2A:THBS4:SPOCK1:GFRA3:SLC26A8:MYO1G:PTP4A3:TOR1A:FUT7:CXCR3:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELL_MOTILITY
GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	39	12	1.6697195075e-08	1.54309911151e-06	TIRAP:C3AR1:IL23A:THBS1:DAPK2:CCL2:CCL5:C5AR1:C5AR2:CXCL3:THBS4:IL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS
GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	1776	135	2.17639939687e-08	1.97030769888e-06	RNF207:FGR:PTAFR:ADC:TRIM62:F3:S1PR1:RHOC:DENND2C:S100A8:JTB:CR1:SIPA1L2:ACTN2:IL2RA:ADAM8:EPS8L2:NR1H3:RASGRP2:RIN1:TBC1D10C:KCNE3:TRPC6:APOA1:TIRAP:ADCY6:ARHGAP9:RASAL1:DIABLO:SCARB1:MMP17:ALOX5AP:ADPRHL1:MMP14:RIPK3:MIA2:CTAGE5:PLEKHG3:GPR65:THBS1:CAPN3:B2M:ANXA2:CSPG4:RABEP2:PYCARD:NOD2:MMP15:TAX1BP3:CAMKK1:ALOX12:PIK3R6:UNC119:CCL2:CCL5:CCL23:RAPGEFL1:WNK4:ERN1:FAM20A:CD300A:GRIN2C:LLGL2:ARHGDIA:AZU1:ELANE:HMHA1:AMH:GADD45B:TBXA2R:FCER2:P2RY11:ICAM1:SLC27A1:LPAR2:GMIP:MAP3K10:PLAUR:GIPR:PTGIR:PRKD2:C5AR1:FPR1:NLRP12:EPS8L1:ADAM17:MAPRE3:TGFA:ALS2:MMP24:ITGB2:RTN4R:NCF4:CSF2RB:CYTH4:CARD10:SH3BP1:PDGFB:DENND6B:IL5RA:CAMK1:PLXNB1:TLR9:TLR9:PRKCD:KALRN:DOK7:ANXA3:ACSL1:TERT:IL4:GFRA3:ARAP3:ADRB2:CSF1R:RGS14:RGL2:ADAP1:LFNG:PCOLCE:CAV2:CLU:VLDLR:GADD45G:FGD3:TLR4:TRAF1:GSN:HSPA5:CDK9:TBC1D13:NOXA1:CSF2RA:IL3RA:ARHGAP6:FAM58A:ARHGAP4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	368	43	2.38805809401e-08	2.11868514101e-06	PADI2:CNR2:TNFAIP8L2:MNDA:SLAMF1:FCER1G:LAX1:CR1:HLX:IL2RA:CTR9:NR1H3:LPXN:TBC1D10C:APOA1:MEIS2:THBS1:CD276:VIMP:NLRC5:CCL2:MILR1:CD300A:BST2:NFKBID:AXL:CEACAM1:C5AR2:IL1RL1:INHA:CEBPB:CCR2:GPX1:TLR9:TLR9:GATA2:PF4:IL4:CD14:HOXA9:TMEM176B:GNRH1:LY96:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	156	25	2.664771345e-08	2.31782856596e-06	CNR2:PTGER3:TNFAIP8L2:MNDA:LAX1:HLX:IL2RA:NR1H3:TBC1D10C:CD276:ALOX12:MILR1:CD300A:NFKBID:AXL:CEACAM1:INHA:SERPINE2:CEBPB:PDGFB:CCR2:PRKCD:IL4:ADRB2:GNRH1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION
GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1505	118	3.34006975117e-08	2.84933642619e-06	FGR:PTAFR:ADC:F3:S1PR1:RHOC:DENND2C:S100A8:JTB:CR1:SIPA1L2:ACTN2:IL2RA:ADAM8:EPS8L2:NR1H3:RASGRP2:RIN1:TBC1D10C:APOA1:ADCY6:ARHGAP9:RASAL1:DIABLO:SCARB1:MMP17:ALOX5AP:ADPRHL1:MMP14:RIPK3:MIA2:CTAGE5:PLEKHG3:GPR65:THBS1:CSPG4:RABEP2:PYCARD:NOD2:MMP15:TAX1BP3:CAMKK1:ALOX12:PIK3R6:UNC119:CCL2:CCL5:CCL23:RAPGEFL1:ERN1:FAM20A:CD300A:GRIN2C:LLGL2:ARHGDIA:AZU1:ELANE:HMHA1:GADD45B:TBXA2R:FCER2:P2RY11:ICAM1:SLC27A1:LPAR2:GMIP:MAP3K10:GIPR:PTGIR:PRKD2:C5AR1:FPR1:NLRP12:EPS8L1:ADAM17:MAPRE3:TGFA:ALS2:MMP24:RTN4R:NCF4:CSF2RB:CYTH4:CARD10:SH3BP1:PDGFB:DENND6B:IL5RA:CAMK1:PLXNB1:TLR9:TLR9:PRKCD:KALRN:DOK7:ACSL1:TERT:GFRA3:ARAP3:ADRB2:CSF1R:RGS14:RGL2:ADAP1:PCOLCE:CAV2:CLU:VLDLR:GADD45G:FGD3:TLR4:GSN:HSPA5:TBC1D13:NOXA1:CSF2RA:IL3RA:ARHGAP6:FAM58A:ARHGAP4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY
GO_PHAGOCYTOSIS	160	25	4.54304639486e-08	3.80244411464e-06	FGR:FCGR1A:SLAMF1:FCER1G:NR1H3:SCARB1:RAB20:CEBPE:THBS1:CORO1A:PLD2:ELANE:PIP5K1C:AXL:HCK:ELMO2:PRKCD:GATA2:SPON2:ANXA3:CD14:ACTB:MYO1G:LIMK1:GSN	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PHAGOCYTOSIS
GO_EXOCYTOSIS	305	37	7.33565541301e-08	6.02610507632e-06	SYTL1:S100A13:FCER1G:F5:QSOX1:ACTN2:SRGN:APOA1:CD9:TNFAIP2:THBS1:DOC2A:CORO1A:STX1B:CCL5:MILR1:LLGL2:RAB31:PIP5K1C:EXOC3L2:A1BG:HCK:SLC17A9:PDGFB:CCR1:GATA2:ALB:PF4:PPBP:ANXA3:F13A1:SYTL3:MYO1G:STX1A:CLU:TMSB4X:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_EXOCYTOSIS
GO_REGULATED_EXOCYTOSIS	221	30	8.10787049036e-08	6.53936609004e-06	SYTL1:S100A13:FCER1G:F5:QSOX1:ACTN2:SRGN:APOA1:CD9:THBS1:DOC2A:CORO1A:STX1B:MILR1:RAB31:PIP5K1C:A1BG:HCK:PDGFB:GATA2:ALB:PF4:PPBP:ANXA3:F13A1:SYTL3:STX1A:CLU:TMSB4X:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATED_EXOCYTOSIS
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	156	24	1.08626845376e-07	8.60479796586e-06	FGR:PTAFR:SLAMF1:FCER1G:CR1:CLCF1:IL23A:RIPK3:B2M:FES:TNFSF13:PIK3R6:CCL2:CD300A:CD226:FCER2:ICAM1:BST2:CLC:CEACAM1:TRPM4:CCR2:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	285	35	1.14052040621e-07	8.8760500385e-06	TNFRSF4:FGR:PTAFR:CHRNB2:SLAMF1:FCER1G:HLX:IL2RA:ADAM8:CLCF1:TIRAP:IL23A:MMP14:THBS1:CAPN3:CD276:CORO1A:PYCARD:NOD2:TNFSF13:PIK3R6:CCL2:CCL5:CD226:AP3D1:TNFSF14:AXL:TEX101:IL1RL1:DPP4:IGFBP2:LGALS1:CCR2:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION
GO_POSITIVE_REGULATION_OF_LOCOMOTION	417	45	1.32015113413e-07	9.97236385385e-06	TNFRSF18:FGR:PTAFR:PTGER3:F3:S1PR1:PLAU:ADAM8:P2RY2:TIRAP:C3AR1:IL23A:SCARB1:MMP14:THBS1:DAPK2:CORO1A:PYCARD:ALOX12:TMEM102:CCL2:CCL5:AZU1:TNFSF14:ICAM1:PRKD2:C5AR1:ADAM17:SCG2:SNAI1:LGALS1:PDGFB:CCR1:CCR2:MYLK:PF4:PPBP:CXCL3:ANXA3:THBS4:IL4:CSF1R:HSPA5:NSMF:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LOCOMOTION
GO_DEFENSE_RESPONSE_TO_BACTERIUM	214	29	1.3263513692e-07	9.97236385385e-06	FGR:S100A8:FCER1G:PRG2:TIRAP:IL23A:RNASE3:CEBPE:CTSG:B2M:PYCARD:NOD2:HP:LPO:AZU1:ELANE:C5AR1:ADAM17:GNLY:CEBPB:CCR2:TLR9:TLR9:STAB1:PRKCD:SPON2:PPBP:ANXA3:TLR4:CARD9	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DEFENSE_RESPONSE_TO_BACTERIUM
GO_REGULATION_OF_NEUTROPHIL_MIGRATION	32	10	1.49207556016e-07	1.10314119748e-05	PTGER3:ADAM8:TIRAP:C3AR1:IL23A:DAPK2:C5AR1:C5AR2:CXCL3:THBS4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_NEUTROPHIL_MIGRATION
GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	768	69	1.84110210419e-07	1.33887359577e-05	TNFRSF18:RNF207:PADI2:FGR:PTAFR:PTPRU:PTGER3:TGFBR3:F3:S1PR1:PLAU:ADAM8:CATSPER1:P2RY2:TIRAP:C3AR1:IL23A:SCARB1:MMP14:RIPK3:JAG2:THBS1:DAPK2:FES:CORO1A:PYCARD:GPR97:PLD2:ALOX12:TMEM102:CCL2:CCL5:CD300A:SMAD7:TNFSF14:ICAM1:BST2:CEACAM1:PRKD2:C5AR1:C5AR2:TRPM4:HAS1:ADAM17:SERPINE2:SNAI1:PDGFB:CX3CR1:CCR1:CCR2:PLXNB1:MYLK:PF4:PPBP:CXCL3:ANXA3:THBS4:IL4:ARAP3:CSF1R:PLXNA4:GNRH1:GSN:HSPA5:NSMF:TMSB4X:CXCR3:ARHGAP4:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT
GO_DENDRITIC_CELL_MIGRATION	21	8	2.26288117926e-07	1.5775633662e-05	CCL5:TRPM4:NLRP12:CXCR2:CXCR1:CCR1:CCR2:CCR5	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DENDRITIC_CELL_MIGRATION
GO_GRANULOCYTE_ACTIVATION	21	8	2.26288117926e-07	1.5775633662e-05	FCER1G:PRG3:CCL5:TYROBP:CXCR2:PRKCD:PPBP:ANXA3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_GRANULOCYTE_ACTIVATION
GO_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	72	15	2.27601567711e-07	1.5775633662e-05	CCL2:CCL5:CCL23:GPR75:CXCR2:CXCR1:CX3CR1:CCR3:CCR1:CCR2:CCR5:PF4:PPBP:CXCL3:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	27	9	2.46639819374e-07	1.67262724321e-05	PTGER3:ADAM8:TIRAP:C3AR1:IL23A:DAPK2:C5AR1:CXCL3:THBS4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION
