id	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols
GE114778	-1.25757862770483	9.79442305418788	-5.36469156344506	0.000563377565787917	0.0388239578147988	0.152986156052114	Epn2
GE1390975	-1.37603224100271	8.30168740534686	-5.36338917559873	0.000564295013866594	0.0388239578147988	0.151369147340695	Fry
GE33997	0.821020777619233	8.30979156474872	5.3614084405273	0.000565693434295353	0.0388239578147988	0.14890940836421	Mcm2
GE40828	0.763711872755074	10.303307924771	5.35830252222219	0.000567893851208883	0.0388239578147988	0.145051134791388	Magohb
GE129540	-1.42442800958264	6.97147685074959	-5.35789225821823	0.000568185202845371	0.0388239578147988	0.144541377542112	Sec14l2
GE135247	1.01455428220744	7.51287137992162	5.35515388192314	0.00057013405273112	0.0388529588287648	0.141138236249651	Chd7
GE38716	-0.803141243798764	6.23832224416231	-5.34843336591202	0.00057494783920383	0.0389661474251392	0.132781237359995	1500035N22Rik
GE1393543	-0.776128439435354	7.93196503617691	-5.3478416285269	0.000575373805465669	0.0389661474251392	0.132045067000492	NA
GE1430500	-1.10432711620744	10.3256476837027	-5.3464435471586	0.00057638158980176	0.0389661474251392	0.130305518197366	Fam105a
GE122004	0.753915677176536	9.69452375571989	5.33977807384263	0.000581212787083144	0.0390628622683604	0.122007824479575	Gemin6
GE36930	1.0088889298285	8.7567962933721	5.33454268865478	0.000585038361481926	0.0390628622683604	0.115485492400139	Slc25a13
GE38539	-0.780119512985143	11.1023429804172	-5.33391026021163	0.000585502339247456	0.0390628622683604	0.114697309047629	Cav2
GE37127	-1.09962414844148	12.8364880372534	-5.33000752192963	0.000588374441841525	0.0390628622683604	0.109832002962197	Lyz2
GE34832	-0.772412938357744	13.1566156582647	-5.32803842809968	0.000589829356008294	0.0390628622683604	0.107376339802284	NA
GE1480512	0.833950944862886	10.7118626663867	5.32774074959534	0.000590049643825448	0.0390628622683604	0.107005050659159	Rcbtb1
GE1496391	0.883014962327517	8.29998679657042	5.3253726225932	0.00059180529730699	0.0390628622683604	0.10405082861902	Klf11
GE131125	0.776169472206042	7.48089942842193	5.32113389074556	0.00059496197386793	0.0390628622683604	0.0987608259733772	NA
GE104461	0.813661032103299	7.21826327337738	5.31823587095796	0.000597130741147583	0.0390628622683604	0.0951424172589661	Klhl35
GE1570666	0.81790071000604	6.77556839097326	5.31781509816762	0.000597446346281333	0.0390628622683604	0.0946169384571114	NA
GE37357	-1.28697747098309	10.0940797033708	-5.31641784609316	0.000598495673518551	0.0390628622683604	0.0928717902558116	Tmem37
GE1537917	0.942588524905275	8.61821776080005	5.31637022210168	0.000598531474165274	0.0390628622683604	0.0928123031177144	Zfp27
GE1563369	-0.74316199005616	8.78235835231781	-5.31585312908555	0.000598920341469153	0.0390628622683604	0.0921663790236158	Tspan2
GE1569017	1.15691532188801	7.16288857060302	5.3153892852788	0.000599269398004037	0.0390628622683604	0.0915869349197767	Gpsm2
GE1430008	0.997561756590754	8.78432141891762	5.31186395829792	0.000601929562288063	0.0390889431562653	0.0871819048948765	Dpep2
GE1517822	1.48988007744856	6.81584785811095	5.30919915011606	0.000603948920993061	0.0390889431562653	0.0838508209136641	Brca1
GE33354	0.84069511451726	11.5920030297277	5.30845835247242	0.000604511597375157	0.0390889431562653	0.0829246037606381	Slit2
GE39875	-0.827080936521677	8.48506160435854	-5.30220724459564	0.000609282442885824	0.0390889431562653	0.0751054032564529	Dnajc1
GE1392982	0.915883871074412	9.39077439413612	5.30179956694133	0.000609595002888192	0.0390889431562653	0.0745952446939464	1810013D10Rik
GE130058	-1.10759293329477	6.45222275660668	-5.29806252641238	0.000612468278600665	0.0390889431562653	0.0699175710833373	Efna3
GE42503	-0.809437621675695	13.2034836787016	-5.29662519030113	0.000613577316640771	0.0390889431562653	0.0681178610892585	Glul
GE37209	0.858897159324757	10.0244084061942	5.29523044391393	0.000614655582565879	0.0390889431562653	0.0663711656292181	Thbs3
GE41798	1.20214856403265	9.35208807204161	5.29512971829378	0.000614733532447793	0.0390889431562653	0.0662450110699817	Tex15
GE120337	0.907945933435329	9.13475090744018	5.29424570308895	0.000615418118871329	0.0390889431562653	0.0651377506706341	Ripk3
GE38332	-0.787507490894386	8.67475223380361	-5.29148279449772	0.000617563085678078	0.0390889431562653	0.061676311902513	0610030E20Rik
GE37651	-0.839264357236251	11.1373877391104	-5.29082663178435	0.000618073688232232	0.0390889431562653	0.0608540777365896	Scube2
GE34626	-1.866435872932	9.23878550814666	-5.28432359421373	0.000623159035740783	0.0393130058017954	0.052701467547986	Igfbp3
GE34987	-0.925664966269382	6.88687278931929	-5.28101947609728	0.000625760271967786	0.0393796346954147	0.0485566542112368	Edn3
GE37452	0.790307252914664	9.82565463840148	5.27868956873189	0.000627601643399685	0.0393982342003147	0.0456328886036053	Zfp386
GE1517812	0.936440651512463	8.85994964985616	5.27265730641414	0.00063239651057437	0.0395075121868054	0.038059097060021	A830080D01Rik
GE36202	0.815803110452428	9.91491709349757	5.27178769656853	0.000633091018996527	0.0395075121868054	0.0369667850473467	Timeless
GE35479	-1.14719481300381	6.4801590608835	-5.27066020216747	0.000633992721167787	0.0395075121868054	0.0355503672554809	Gng3
GE135570	0.778982607885811	6.02823157390661	5.26349181526457	0.000639758352644878	0.0397695637411219	0.0265403490691947	Olfr273
GE1482232	-0.920223152812793	7.37267940434496	-5.24957806571481	0.000651112875746897	0.0399101467451005	0.00902875990667251	Lman2l
GE40563	0.825402671880038	9.60459142893884	5.24845752959576	0.000652036799378448	0.0399101467451005	0.00761713772346084	Gpx7
GE137592	-1.20308011306488	7.55866394446509	-5.2473299238153	0.000652967992151057	0.0399101467451005	0.00619640827733292	Itih5
GE120956	0.962492655147791	11.4248871504583	5.24662386956566	0.000653551798184951	0.0399101467451005	0.00530671093126411	Clns1a
GE34770	-0.831767029102608	9.3189873292141	-5.24633722379084	0.000653788975341994	0.0399101467451005	0.00494548667222361	NA
GE32997	0.883530674922987	7.52859371543623	5.24589014250675	0.000654159087375515	0.0399101467451005	0.00438205933703095	Phgdh
GE39656	0.927402882434031	8.39958225991459	5.24403813116814	0.000655694687002699	0.0399101467451005	0.00204775263849832	Bcs1l
GE1518479	1.04144606518607	10.1164749381827	5.24323276882423	0.000656363678095974	0.0399101467451005	0.0010324904032748	Cdca7l
GE1408032	0.850626071623484	5.82954519445479	5.24073257994325	0.000658445247082582	0.0399101467451005	-0.0021199731611361	Zfp652
GE1452846	-1.17261223501596	8.23551187429941	-5.24039308724076	0.000658728450019405	0.0399101467451005	-0.00254811266323518	NA
GE1566167	-0.748049224649749	5.98753870520417	-5.23713133153452	0.000661456150545531	0.0399101467451005	-0.00666249537092067	4933426M11Rik
GE132855	0.936593995905271	7.85654381700316	5.23622430584559	0.000662216848244122	0.0399101467451005	-0.00780691876570305	NA
GE35544	-0.718086986980728	10.9610816749197	-5.23395784482175	0.000664121830158734	0.0399101467451005	-0.0106671561358738	Hey1
GE1409476	0.782009948124642	9.45608040164088	5.23025435079717	0.000667247491936059	0.0399101467451005	-0.0153426608874074	C2cd3
GE39152	-1.03537664437879	8.33845348563491	-5.22926978858743	0.000668081128999736	0.0399101467451005	-0.0165859954614964	1810033B17Rik
GE37511	0.953483644778412	11.8581900882718	5.2286348179998	0.000668619364748556	0.0399101467451005	-0.0173879369232566	Stmn1
GE1432653	0.799496032584665	8.72683287257526	5.22781879987437	0.000669311758905525	0.0399101467451005	-0.0184186278941478	Pbx1
GE1514225	1.64681462544422	9.9334176597216	5.22483762815071	0.000671847929702777	0.0399101467451005	-0.0221849659509337	Nr3c1
GE115363	-0.979978792936311	7.51879570136438	-5.22469301895976	0.000671971218523506	0.0399101467451005	-0.0223676974853895	Tmem221
GE1557825	1.22143343753216	10.4870223583795	5.22309192509602	0.000673337901690791	0.0399101467451005	-0.0243910988188016	Ccnt1
GE1470219	-0.967399422182051	6.11658344776645	-5.21491704784023	0.000680363207109431	0.0401737242660362	-0.0347285427221866	Zbtb16
GE39698	-0.729057902884566	11.1462215946453	-5.21425307952066	0.000680937296775912	0.0401737242660362	-0.0355686220430211	NA
GE1409845	0.913186636527145	8.48919575545727	5.20757750978956	0.000686738585044672	0.0404224164365671	-0.0440187120893913	Smg7
GE36549	-1.16875158211876	9.53268892351526	-5.20342916510369	0.000690370694664889	0.0405425757947558	-0.0492733494344835	Anxa8
GE1575906	1.17091709312219	9.12093272824224	5.20052200439917	0.000692928524420593	0.0405811751230387	-0.052957429946475	NA
GE1494785	-0.75899566869211	9.48500478753243	-5.19906714038342	0.000694212435894569	0.0405811751230387	-0.0548016011896628	NA
GE102454	-0.815695812972026	12.3494166060756	-5.19412138117438	0.000698596427308005	0.0406875608013987	-0.061073312346231	Nt5dc2
GE1567842	-0.847762022737861	6.44306135310506	-5.1915980568576	0.000700844726856613	0.0406875608013987	-0.0642746347012526	Cherp
GE35962	0.92114776712298	10.8840815024537	5.18976928525518	0.00070247909163199	0.0406875608013987	-0.0665954159352999	Pth1r
GE114364	0.964892704883294	9.71984766133189	5.18965623503751	0.000702580259998921	0.0406875608013987	-0.0667388984427983	Mtg1
GE37013	1.28726893780556	9.93762385477538	5.18691404421909	0.00070503909852047	0.0406875608013987	-0.0702198893253385	Fus
GE1413633	0.771344953791981	7.27330376444474	5.18627797611361	0.000705610777032142	0.0406875608013987	-0.071027497491893	NA
GE1502234	-0.789549033326184	6.76208403368212	-5.17298755574868	0.000717671808322979	0.041289619365074	-0.0879169037160823	Tusc5
GE1485503	-0.865694503641312	7.41704025871897	-5.17040381303977	0.000720042468220881	0.0413327080800577	-0.0912035739053545	AU015791
GE1546798	0.751252491591432	9.05095943224504	5.16753506457833	0.00072268460593184	0.0413903381483701	-0.0948540320152595	2810410D24Rik
GE34849	0.949504688712637	8.28187805429585	5.16579280887523	0.000724294378081887	0.0413903381483701	-0.0970716766506667	Chek1
GE1428120	-1.02554378756763	5.86103036459534	-5.16220646737967	0.000727620291447481	0.0414163800789337	-0.101638101403267	Nfat5
GE1473427	-0.787016175503377	6.71731174037542	-5.16076309508459	0.000728963532487336	0.0414163800789337	-0.103476499187423	NA
GE34142	-0.738212309519872	10.7087849105727	-5.16005328473439	0.000729625089474683	0.0414163800789337	-0.104380693680505	Ogn
GE129621	0.922840327582005	8.63313082932544	5.1552105704591	0.000734156043099133	0.0414708511088517	-0.110551742278038	Meaf6
GE113203	0.815379232131157	8.9610758945761	5.15513930982434	0.000734222944054893	0.0414708511088517	-0.110642577240878	Cenpl
GE36387	0.884098674997182	9.28557578527968	5.1538164157945	0.000735466108259151	0.0414708511088517	-0.112328999043135	Ccnb1
GE35389	0.789106540768389	10.1978180888029	5.15087338732618	0.00073823997599358	0.0415353692453606	-0.116081762988259	Fbn2
GE40068	-0.777927681557869	7.35492065433889	-5.14907690935822	0.000739938782163995	0.0415392505308673	-0.118373195761539	Rbks
GE1552735	-1.32475263399946	9.70875006021822	-5.14585265186364	0.000742998406087541	0.0415718633075201	-0.122487069638826	Kcnab1
GE132255	1.05497150901063	9.08527462555551	5.14502930384768	0.000743781915024489	0.0415718633075201	-0.12353785578268	Pdk3
GE117155	1.18062349236789	10.0074295049906	5.137785820498	0.000750713733546129	0.0417561443463293	-0.132786898989308	Jarid2
GE131969	0.773090372102905	7.41106977509681	5.13753881449195	0.000750951346041041	0.0417561443463293	-0.133102442760953	Ccdc136
GE109972	-0.911217256963621	10.4137575331061	-5.135271134855	0.000753136610038622	0.0417561443463293	-0.135999798706571	E130018N17Rik
GE137854	0.750901038570762	9.77882055307789	5.13475774635818	0.000753632298791991	0.0417561443463293	-0.136655855651528	Tmem44
GE138494	0.925253404788286	10.4534061152045	5.13139619334644	0.000756886730510112	0.0418454926258378	-0.140952606803099	Tbcel
GE122046	1.16540937266566	11.0591553593395	5.12957369712912	0.000758657531031129	0.0418526071285506	-0.143282881346319	Gprasp1
GE123967	1.5467843689252	8.55946894553496	5.12702514799137	0.000761141342548844	0.0418696137898822	-0.14654238645784	5730528L13Rik
GE1420776	1.29329683118368	6.84874371339331	5.12588910367573	0.000762251375152247	0.0418696137898822	-0.147995680671065	2810442I21Rik
GE1401361	-1.01148438226286	10.5025996490496	-5.11872100186189	0.000769296038997122	0.042011963017768	-0.157170275244932	Radil
GE137973	0.773550702063574	9.78523983393755	5.11559708561483	0.000772388262543181	0.042011963017768	-0.161171197709735	Pogz
GE41310	-1.28957643720989	9.25546363503415	-5.11440962455065	0.000773567216249981	0.042011963017768	-0.16269243358807	Rpl39l
GE40234	-0.835169708281393	7.41464371394622	-5.11399494521996	0.000773979385110141	0.042011963017768	-0.163223725040923	NA
GE34826	-0.943540329963361	6.26453110755483	-5.11376627436396	0.000774206773639279	0.042011963017768	-0.163516712227756	Cd38
GE1568866	-0.716714348123757	10.7226594666188	-5.11323725573536	0.000774733103870639	0.042011963017768	-0.164194555409601	Ccdc141
GE35714	1.11820689116712	11.1052246212114	5.10966942411121	0.000778292971206734	0.0420792345887119	-0.168767260699489	Magoh
GE42322	-0.869688593791388	10.2504828390986	-5.10868765927462	0.000779275659193787	0.0420792345887119	-0.170025893723731	0610007L01Rik
GE102195	0.901089443787845	11.0024626568737	5.10341176395664	0.000784579650549764	0.0422760709377629	-0.176792278035824	N4bp2
GE1552772	0.830731492579494	10.5573911021337	5.10016578581501	0.00078786239089203	0.0423633940014033	-0.180957478659673	Egfem1
GE38994	-0.849213908452041	9.29103414900307	-5.09684693468146	0.000791234260773387	0.0423770776441699	-0.185217924971725	NA
GE35882	-0.729707438621272	8.77158502752308	-5.09578826108222	0.00079231314153969	0.0423770776441699	-0.186577325370032	Pex11a
GE115331	1.01591444964036	10.220680471775	5.09501227200515	0.000793104956890533	0.0423770776441699	-0.187573855327663	Ncbp1
GE1403122	0.968813710232427	7.30034533836149	5.08891096497968	0.000799360727554071	0.0425263389936	-0.195412535065381	Sil1
GE1462455	0.86234366120128	6.41183393720872	5.08391484980147	0.000804523239656605	0.0425263389936	-0.201835733341109	NA
GE136153	-1.19757216032004	7.29212643095099	-5.08386008010041	0.000804580033732369	0.0425263389936	-0.201906169427009	Olfr667
GE38326	-0.786419476768428	10.712830359623	-5.08375636593814	0.000804687593263362	0.0425263389936	-0.202039551411039	Gstk1
GE34406	-0.870362989038867	10.1046190122545	-5.08071316487906	0.000807850587423865	0.0425263389936	-0.205954034712391	Flot1
GE1495238	1.04534845913386	8.12436257695681	5.07702554506234	0.00081170147195359	0.0425263389936	-0.210699415068941	NA
GE1466626	1.49846046772183	8.52153005983502	5.07682842941709	0.000811907875126687	0.0425263389936	-0.210953132596556	Fbxw11
GE1521071	1.81919422264297	7.84950610859582	5.07400507532133	0.000814870520526341	0.0425263389936	-0.214587894356652	Abl2
GE36746	-1.28307100460253	9.7255158661751	-5.07391973731039	0.000814960251301086	0.0425263389936	-0.214697777563245	Dusp1
GE1536762	-0.959736155129391	8.64494401305751	-5.0729146088961	0.000816017926361362	0.0425263389936	-0.215992091643141	Abca7
GE1399549	1.03641511866337	5.92316679745537	5.0703291459383	0.000818745407857853	0.0425263389936	-0.219322158592994	Ccdc36
GE33541	0.988194647521691	12.0887795889094	5.06802699348379	0.00082118234913264	0.0425263389936	-0.222288219605153	Rasl2-9-ps
GE37289	-0.968220951010387	10.3519640938372	-5.06787780369085	0.000821340545349952	0.0425263389936	-0.222480462801097	Sfn
GE130142	-1.02522473938104	10.3992156641613	-5.06681043092265	0.000822473319960275	0.0425263389936	-0.223855963041173	Lims2
GE1472631	0.900835256495569	8.47086034809831	5.0668085957329	0.000822475269059008	0.0425263389936	-0.223858328167	Runx1t1
GE36174	-0.884452914972827	6.76434218601564	-5.06534684945363	0.000824029338997175	0.0425263389936	-0.225742344184249	Tbxas1
GE1573437	0.822423729977557	7.82995193230464	5.06512657739651	0.000824263799695469	0.0425263389936	-0.22602627804143	Kif24
GE36934	-0.884643902056277	11.7190299947901	-5.06131809611891	0.000828329074664868	0.0426497436888556	-0.230936688546654	Tcn2
GE138379	-0.765821174567675	8.90310915676004	-5.05937240952056	0.000830414349790471	0.0426709083328825	-0.233446224145427	NA
GE40508	1.03501159926784	9.06385101954826	5.0526900901711	0.00083761958876674	0.0428790829045022	-0.242069638804352	Pank1
GE36373	-0.802185295844268	5.94663536715718	-5.05231189981436	0.000838029398467448	0.0428790829045022	-0.242557899660836	Hspa4l
GE111929	0.916629379810369	8.05227568201479	5.04937353280269	0.000841220858615433	0.0428790829045022	-0.246352241433993	Zfp583
GE41793	-1.11992069956573	10.5964262418022	-5.04923531778975	0.000841371303189821	0.0428790829045022	-0.246530753725412	Cdo1
GE122144	-0.969003819765089	9.19325524719939	-5.04766988899006	0.000843077284778026	0.0428790829045022	-0.248552803782711	Agpat2
GE125323	-0.967344896313367	7.4195502984531	-5.04631216212377	0.000844559956764629	0.0428790829045022	-0.250306883630268	Mrap
GE1402651	1.18198201247233	7.94511382610697	5.04395358769322	0.000847142313272263	0.0429246841717101	-0.253354681362206	Ahsa2
GE109158	-0.701328913144074	8.97183236497434	-5.03957881492207	0.000851954887402336	0.0430284801123562	-0.259010200515514	NA
GE38082	0.919801112383375	8.73570651073534	5.03902404963934	0.000852567287508922	0.0430284801123562	-0.259727595434355	Fign
GE1475891	-0.790732526701084	7.89211643329446	-5.03708182568875	0.000854715057561891	0.04305162583415	-0.262239569770289	Arl11
GE134894	-0.771032602148036	7.18964778289361	-5.03526694685328	0.000856727314176786	0.0430678679613881	-0.264587386155146	NA
GE41774	-1.22289387444117	11.5911084493069	-5.02401874807933	0.000869314076935024	0.0434962290319637	-0.279150327106618	Nkd1
GE128306	-0.72152851261637	9.26501219555576	-5.02224180627435	0.000871320770851236	0.0434962290319637	-0.281452763514851	Atp6v1b1
GE137815	0.783752543962109	5.73608381687507	5.02156626573764	0.000872084974693013	0.0434962290319637	-0.282328213646022	Wdhd1
GE1537030	0.677629074555254	9.35276672054212	5.02148524365639	0.000872176679596331	0.0434962290319637	-0.282433217107176	Wdr18
GE37493	0.837490409967096	12.325554534766	5.01711528175323	0.00087713836193539	0.0434962290319637	-0.288098176786783	Maged1
GE1472843	-0.826135528988843	9.90378017845579	-5.01661389223959	0.000877709598709029	0.0434962290319637	-0.288748343258955	Adamts15
GE1533987	-0.839167445592544	9.76700562482564	-5.01660315061787	0.000877721841134151	0.0434962290319637	-0.288762272673334	Card9
GE1468382	0.763985878831322	6.48741593340741	5.01486425933926	0.000879706132891141	0.0434962290319637	-0.291017457648178	A630035G10Rik
GE102731	0.930753626352075	9.25949413306969	5.01407539961088	0.000880607924843775	0.0434962290319637	-0.29204069653875	Exd2
GE1413012	-0.69386803265585	6.92904863515324	-5.00813111375629	0.000887435533147951	0.0437486836234852	-0.299754289581895	Rnasel
GE40351	-0.955186134729209	7.62351795825667	-5.00401165030671	0.000892200837471204	0.043764059408613	-0.305103211679721	Pitpnc1
GE115750	0.819404679721099	8.64633591424008	5.00352109452496	0.000892770148978504	0.043764059408613	-0.305740354798873	Hmgcll1
GE1483401	0.763362013756328	9.69075921193167	5.00341031527691	0.000892898767704272	0.043764059408613	-0.305884242293466	NA
GE39284	1.17599467518014	8.44684240502948	4.99879854947766	0.000898271075953793	0.0439428693144613	-0.311876049412218	2010317E24Rik
GE1410070	0.73464293203096	9.14796579740356	4.99658100230437	0.00090086680366932	0.0439854257186206	-0.314758391421823	Pwp2
GE1534987	0.822858562701366	8.22257696160699	4.99239150075517	0.000905793020756661	0.0439862828424235	-0.320205998047677	Pfn4
GE125967	0.969006114019575	6.90283141910521	4.99232904347251	0.000905866681757655	0.0439862828424235	-0.32028723240381	Pcdhb20
GE1438632	-0.947000114730974	6.1443729200243	-4.9921635826022	0.000906061854760165	0.0439862828424235	-0.32050244021604	Ikzf2
GE42397	0.93812131760423	11.129500635428	4.99042820784224	0.000908111604719392	0.0440019780788653	-0.322759830406729	Ola1
GE1565450	1.30146159718187	8.38300876877403	4.98776819975419	0.000911263263257714	0.0440709047260899	-0.326220924155351	Tox3
GE1537077	0.967234411834713	10.4246952687627	4.98122899284741	0.00091906166823123	0.0441797549274673	-0.33473427162684	Ptprm
GE137828	0.69589328103282	9.69295934366295	4.98044108435454	0.000920006173478918	0.0441797549274673	-0.335760504696835	Scara3
GE1439011	1.02858503059602	7.90302768803453	4.97903615796616	0.000921692942446673	0.0441797549274673	-0.33759063544967	Pde5a
GE37507	-0.948722658024186	9.03518433063885	-4.97784302119643	0.00092312806887468	0.0441797549274673	-0.339145125233855	NA
GE38970	-0.772162820105105	7.46909927842237	-4.97503567708138	0.000926514362915971	0.0441797549274673	-0.342803596605751	Ccdc19
GE1449651	0.87357887432105	9.80503294237256	4.97365121827676	0.000928189293009106	0.0441797549274673	-0.34460825695179	NA
GE34844	-1.07164661244578	12.5430866009704	-4.97152502899944	0.000930767973098159	0.0441797549274673	-0.347380368234501	Cebpd
GE102253	0.836265122324924	7.91686669988197	4.9709261188728	0.000931495743801217	0.0441797549274673	-0.348161353430174	Kif2c
GE37948	1.07120495817842	7.94613867777587	4.97065177928422	0.000931829315957447	0.0441797549274673	-0.348519114292382	Fam181b
GE34260	-0.792379697499504	6.1633093288197	-4.97013384427128	0.000932459431390055	0.0441797549274673	-0.349194575892214	Prg2
GE1541787	1.00788749455323	9.36345016768486	4.97003344007134	0.000932581635774214	0.0441797549274673	-0.349325522333405	Mettl14
GE39596	0.839027856668402	9.99926312374508	4.95714845248396	0.000948409352882213	0.0443208239357595	-0.366143378785984	2610044O15Rik
GE34131	-1.15423044287036	6.69292958400994	-4.95635402110392	0.000949394709274634	0.0443208239357595	-0.367181160404967	Nsf
GE1527314	-0.709469382473831	10.2360855243847	-4.95628735377737	0.000949477449178974	0.0443208239357595	-0.36726825384807	Orai2
GE125609	-1.3668894198339	6.76373020048994	-4.95602749874626	0.000949800026339995	0.0443208239357595	-0.367607732297002	NA
GE34256	-1.00066422408825	10.0908265941934	-4.95504353711607	0.000951022567709598	0.0443208239357595	-0.368893291928104	Inpp5k
GE1499419	-0.669522490776732	5.95602239603165	-4.95501125903005	0.000951062701112136	0.0443208239357595	-0.368935466315636	BC034902
GE130886	0.901910281181445	7.61385578768997	4.95381516994973	0.000952551170659484	0.0443208239357595	-0.370498387595728	BC023105
GE1576552	1.22323445853664	7.13592555920543	4.95297862047704	0.00095359371335557	0.0443208239357595	-0.371591636616415	Cep120
GE1520215	1.07751388957841	10.1686104692387	4.95143769806823	0.000955517314936993	0.0443208239357595	-0.373605691308385	Uhrf1bp1
GE109302	1.34619672245866	8.72231940715923	4.95117505822134	0.000955845599370444	0.0443208239357595	-0.373949011153235	NA
GE41172	-0.851518449445653	8.81431349465211	-4.95093087381407	0.000956150925299214	0.0443208239357595	-0.37426821612798	Fibin
GE114217	1.05048548884018	9.8471051978015	4.94915599541711	0.000958373397455732	0.0443208239357595	-0.37658867476967	NA
GE1522582	0.836244732746005	6.15079031287165	4.94772490050748	0.000960169469058283	0.0443208239357595	-0.378460040236813	Tcf3
GE1562046	-1.30279930987117	7.46513840343309	-4.94771259195631	0.000960184932520005	0.0443208239357595	-0.37847613688116	Fam180a
GE1397090	1.14230382681012	9.77349515058731	4.94547149199932	0.00096300497379416	0.0443208239357595	-0.38140736305817	Ppp2r5e
GE104195	1.0066454736169	8.46087944576655	4.94517180237686	0.000963382762208608	0.0443208239357595	-0.381799400097218	Zfp157
GE41666	-1.12330773930254	7.98720095621208	-4.94166758981369	0.000967812113400051	0.044444373575184	-0.386384476360757	Ceacam1
GE39020	-0.896639725637852	8.30314489893465	-4.93366518619636	0.000978010219665922	0.0447024507079344	-0.396862541992178	1700040L02Rik
GE1562679	1.01899852128181	8.60665304499956	4.93225982548189	0.000979813180490606	0.0447024507079344	-0.398703726438826	Tmem232
GE1418898	0.737346348348076	7.65557802200124	4.93154590614714	0.000980730459476927	0.0447024507079344	-0.399639163698231	Olfm4
GE36052	-0.692191334476883	14.0290547557841	-4.93091405490725	0.000981543069909875	0.0447024507079344	-0.400467136249572	Cxcl15
GE41446	0.742059084099732	8.25661126378698	4.93003027224393	0.000982680908730115	0.0447024507079344	-0.401625344459836	Stambpl1
GE1452478	-0.771354915320809	5.56310894824675	-4.9290415565952	0.000983955539967481	0.0447024507079344	-0.402921216324625	1700018L24Rik
GE131467	-0.737826139076295	9.5035563022924	-4.92611690967085	0.000987736436277052	0.0447943746466072	-0.406755352297091	NA
GE1567787	-0.809069176497816	8.27938255748183	-4.92402927838013	0.000990444895860677	0.0448374228433411	-0.409493017147365	Cybasc3
GE137086	0.712508259652379	10.5783472854141	4.91995590164116	0.0009957528380256	0.0449231967104587	-0.414836738017395	Rnf26
GE40147	0.828542950405778	9.38340704641431	4.91987023485727	0.000995864799364741	0.0449231967104587	-0.414949149699441	Ubfd1
GE41624	-1.09242018196394	8.68885988484784	-4.91794936781453	0.000998378843822529	0.0449570346157328	-0.417470012733169	NA
GE1554595	0.734229671348213	5.62431488015976	4.9152393597434	0.00100193742792574	0.0449689890694781	-0.421027511278615	Slc22a23
GE127217	-0.825541573685233	6.05435069821794	-4.91506025449372	0.00100217309967684	0.0449689890694781	-0.421262668696773	A230107N01Rik
GE103646	0.702789122739036	9.74711246942354	4.91161149808253	0.00100672280773698	0.045018008449401	-0.425791733955916	Parm1
GE33561	0.759735466091191	10.3165208017467	4.91137329035677	0.00100703788436708	0.045018008449401	-0.426104629318213	Bex1
GE33253	-1.03127171945334	6.5239342941175	-4.91022028157388	0.00100856447697289	0.045018008449401	-0.427619280329263	Epb4.1l2
GE33047	-0.689584213113139	7.58336152503698	-4.90717727928766	0.00101260549362855	0.0450566467051345	-0.431617741215155	Crk
GE36391	-0.760461192661856	14.0760901499593	-4.90690662053614	0.0010129657692958	0.0450566467051345	-0.431973454411067	Ctsh
GE1573668	1.30140406785129	7.45842388229516	4.90555846341775	0.00101476238075613	0.0450579247357691	-0.433745443596258	NA
GE110985	1.17987276081546	7.53080223816257	4.90164200529188	0.00102000123598017	0.0451469381899164	-0.438894797427348	NA
GE104468	-1.04040188153253	10.8505126485149	-4.90060430452543	0.00102139422452849	0.0451469381899164	-0.440259574920824	NA
GE133762	1.05880543578033	9.01486935892899	4.90009311576531	0.00102208119180687	0.0451469381899164	-0.440931950283178	Neil3
GE33949	-0.869698388549688	12.8019050289988	-4.89016749017512	0.00103551959389829	0.0454694755575664	-0.453995555928337	Lpl
GE1441545	-0.699624186782472	6.38399921039933	-4.88938792361775	0.00103658313680936	0.0454694755575664	-0.455022247314992	4833431D13Rik
GE38077	1.10021519949179	9.85442792534004	4.88731698671398	0.00103941421629819	0.0454694755575664	-0.457750147770517	Cenpk
GE1544826	0.662246870874853	10.0674237372445	4.88578559267486	0.00104151310029934	0.0454694755575664	-0.459767785911026	Ptpdc1
GE35193	0.877110328852394	8.93481945189091	4.88450960837031	0.00104326543448698	0.0454694755575664	-0.461449202878799	Cdc6
GE1467590	0.890013262457163	7.85043871919174	4.88429251965575	0.00104356388450687	0.0454694755575664	-0.461735295440701	Smurf1
GE1529561	-0.897092928212945	10.0879613982789	-4.88399642720078	0.00104397109671748	0.0454694755575664	-0.462125515995417	NA
GE138050	-0.981306232298525	8.65237924364787	-4.88384540953558	0.00104417885569847	0.0454694755575664	-0.462324547716301	Clec9a
GE1536241	0.781010476408335	8.95287362362631	4.88195138915203	0.00104678831695664	0.0454694755575664	-0.464821055430734	Spire1
GE1463759	0.747685305168069	8.75257224274771	4.88163610954445	0.0010472233747515	0.0454694755575664	-0.46523668091525	Grlf1
GE1505582	1.40511549431471	7.56471591823083	4.8761993471275	0.0010547565208281	0.0457186725277988	-0.472406326177985	Dclk2
GE1457361	1.12914084088843	7.78997051234632	4.87425825188955	0.00105746029605658	0.0457580484984619	-0.474967256634958	Ski
