Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Chemical_and_Genetic_pertubation	PODAR_RESPONSE_TO_ADAPHOSTIN_UP	143	32	2.46927948997e-11	7.01481148442e-09	KLHL21:BSDC1:HSPA6:DDIT4:CARS:FTH1:SLC3A2:DDIT3:ACTR10:CHAC1:ISG20:MAFG:DNAJB1:CEBPG:BBC3:PPP1R15A:ID2:TRIB3:MORC3:SLC7A11:P4HA2:SQSTM1:TUBB2A:GTPBP2:VEGFA:ASF1A:HSPB1:DNAJB9:IFRD1:GOLGA2:SAT1:GLA	http://www.broadinstitute.org/gsea/msigdb/cards/PODAR_RESPONSE_TO_ADAPHOSTIN_UP
Chemical_and_Genetic_pertubation	RICKMAN_METASTASIS_DN	254	45	2.88928158067e-11	7.57658531423e-09	SLC2A1:CD58:ZBTB7B:LMNA:PKP1:ARF1:GUK1:RNF187:SGMS1:HK1:PCSK7:CORO1C:RHOF:SPRYD7:CLK3:CENPT:TOM1L2:BSG:MKNK2:FZR1:DAPK3:MAP2K2:SH3GL1:UBXN6:STXBP2:KEAP1:ATG4D:ASNA1:PRDX2:DDA1:BCL2L1:MORC3:GTPBP1:BAP1:CDKN1A:OGDH:ATP6V1B2:DMTN:NMRK1:TXN:ST6GALNAC4:SH3GLB2:RALGDS:RXRA:SLC6A8	http://www.broadinstitute.org/gsea/msigdb/cards/RICKMAN_METASTASIS_DN
Chemical_and_Genetic_pertubation	DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP	1378	144	5.22801219116e-11	1.27302096855e-08	TRAPPC3:SLC2A1:UROD:CTH:GTF2B:SARS:S100A10:LMNA:SPTA1:USP21:PPOX:PRDX6:ARF1:GALNT2:VPS26A:HK1:GHITM:MINPP1:FAS:ACTR1A:RGS10:OAT:NAP1L4:HBB:HBD:ILK:TSG101:GAS2:CD59:ARFGAP2:DDB1:EHD1:HMBS:HEBP1:CMAS:PFKM:NFE2:PTGES3:CRADD:CHPT1:CRY1:SELPLG:CORO1C:ABCC4:PNP:RPS27L:OAZ2:ZFAND6:NGRN:MAN2A2:NPRL3:HBQ1:CDH1:SLC7A5:RPA1:PRPSAP2:BECN1:CDC27:MYL4:PCTP:NARF:NDUFV2:FECH:BSG:STK11:MAP2K2:KEAP1:EPOR:ASNA1:KLF1:GCDH:BLVRB:KCNN4:SLC1A5:NAPA:ACP1:FKBP1B:C1D:FHL2:TRAK2:TMBIM1:ABCB6:PSMF1:BCL2L1:TGM2:TOP1:STAU1:PFDN4:SOD1:LSS:ATP6V1E1:HIRA:FBXO7:EIF1B:ARIH2:CISH:ARF4:CPOX:ATP6V1A:TFDP2:CHST2:DCUN1D1:AP2M1:PSMD2:EIF4G1:SNCA:LAMTOR3:ETFDH:MSMO1:TTC33:CETN3:ATG12:BRD8:RNF14:CSNK1A1:ATP6V0E1:SQSTM1:NQO2:GMPR:PIM1:RHAG:TBPL1:OGDH:CD36:PILRB:TFR2:GNB2:IFRD1:KEL:ATP6V1B2:LSM1:TCEA1:SDCBP:RCL1:AQP3:TXN:ALAD:SH3GLB2:UBAC1:WDR13:GATA1:HDAC6:ATP7A:MPP1	http://www.broadinstitute.org/gsea/msigdb/cards/DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP
Chemical_and_Genetic_pertubation	BLALOCK_ALZHEIMERS_DISEASE_UP	1666	165	1.32214750889e-10	3.00480057187e-08	HMGCL:SLC2A1:UROD:CDKN2C:MSH4:CD58:ITGA10:POLR3C:MTMR11:PI4KB:SHC1:EFNA1:LMNA:BGLAP:PRDX6:RGS16:TRMT1L:SEC24C:SORBS1:PI4K2A:PI4K2A:FBXW4:IRF7:NAP1L4:CHRNA10:ARFGAP2:APLNR:FTH1:UBXN1:BAD:EHD1:RAB1B:PC:NUMA1:ARAP1:HMBS:TULP3:H2AFJ:METTL7A:MYO1A:TSPAN31:CRADD:UBE3B:GOLGA3:ATP6V1D:DPF3:CIB1:MAN2A2:NPRL3:PKD1:MT2A:WWP2:SLC7A5:BANP:CHMP1A:MC1R:MYO1C:INPP5K:CTNS:MAP2K3:MYL4:RGS9:CDC42EP4:SAP30BP:SIRT7:MAFG:NPC1:MOCOS:SLC14A1:CDC34:STK11:TCF3:MKNK2:FZR1:APBA3:DAPK3:PIAS4:MAP2K2:SAFB:PNPLA6:RAB11B:EPOR:KLF1:FKBP8:SIRT2:SERTAD3:ITPKC:EGLN2:BCAM:CLASRP:DMPK:DMWD:PPP1R15A:FTL:NOSIP:IRF3:VRK3:ZNF175:PTPRH:MZF1:HS1BP3:IL1A:TRAK2:TMBIM1:ABCB6:ILKAP:ATG4B:TRIB3:RBCK1:PSMF1:SMOX:STAU1:RBM38:ARFGAP1:ITSN1:COL18A1:LSS:DGCR14:GNAZ:TOM1:APOL2:PLA2G6:GTPBP1:SUN2:PLXNB2:KAT2B:GOLGA4:COL7A1:ARIH2:WDR6:USP19:IFRD2:ATG3:KPNA1:TPRA1:TF:GAK:GYPB:SLC12A7:CSNK1A1:FAXDC2:ATP6V0E1:GRK6:GMPR:PIM1:FBXO9:AQP1:AQP1:OGDH:TSC22D4:PLOD3:IFRD1:INSIG1:CTSB:CA1:CYHR1:CTSL:PDCL:AK1:ST6GALNAC4:RALGDS:ANAPC2:SLC35A2:WDR45:ATP7A:SLC6A8:FAM3A	http://www.broadinstitute.org/gsea/msigdb/cards/BLALOCK_ALZHEIMERS_DISEASE_UP
Chemical_and_Genetic_pertubation	DACOSTA_UV_RESPONSE_VIA_ERCC3_UP	305	49	1.65727669126e-10	3.53103515032e-08	ISG15:THAP3:UROD:CDKN2C:CTH:EFNA1:GLUL:CYB5R1:GALNT2:BAD:TM7SF2:RAD9A:RPS6KB2:C2CD2L:PNP:PGF:OAZ2:CLK3:MRPL28:RNF40:TOB1:FDXR:CDC34:BSG:TMED1:EPOR:ASNA1:JUNB:DNASE2:LIN37:RABAC1:DMPK:SLC1A5:AP2S1:AAMP:ABCB6:TUBA4A:RBM38:DGCR14:CLCN2:SQSTM1:TBCC:ZNHIT1:CDKN2B:CTSV:PDCL:SAT1:PIM2:SLC6A8	http://www.broadinstitute.org/gsea/msigdb/cards/DACOSTA_UV_RESPONSE_VIA_ERCC3_UP
Chemical_and_Genetic_pertubation	BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP	804	95	1.99403065537e-10	3.99861794362e-08	CLCN6:GPATCH3:BSDC1:ZC3H12A:CTH:GTF2B:LRIF1:HSPA6:SLC30A1:DDIT4:SORBS1:PI4K2A:PI4K2A:IRF7:ZNF143:FTH1:SLC3A2:PPP2R5B:HINFP:DDIT3:RHOF:NUPL1:WBP4:IRF9:LGALS3:PGF:CHAC1:LUC7L:PKD1:HERPUD1:IST1:CTNS:TVP23B:EIF1:EZH1:PLEKHM1:TOB1:WIPI1:SIRT7:MAFG:NPC1:MKNK2:PIAS4:DNAJB1:GDF15:ELL:MAU2:CEBPG:LIN37:EGLN2:DHX34:PPP1R15A:FTL:TBC1D17:HS1BP3:IL1A:TANK:TRIB3:SMOX:OSBPL2:MORC3:LSS:SLC25A38:ABHD5:IP6K2:IP6K1:TFDP2:TSC22D2:EIF5A2:FAM13A:LAMTOR3:SLC7A11:SLC12A7:TTC33:P4HA2:GNPDA1:FBXO38:SQSTM1:TUBB2A:CDKN1A:PIM1:GTPBP2:VEGFA:AP5Z1:BET1:RELN:DNAJB9:BPGM:MFHAS1:ATP6V1B2:ATP6V1C1:DNAJA1:GOLGA2:RALGDS:SAT1:SLC6A8	http://www.broadinstitute.org/gsea/msigdb/cards/BUYTAERT_PHOTODYNAMIC_THERAPY_STRESS_UP
Chemical_and_Genetic_pertubation	ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	73	20	1.44369720036e-09	2.73420208668e-07	NPL:DDIT4:FTH1:UCP2:NPRL3:HBZ:HBA1:MT2A:HERPUD1:FDXR:MAFG:FECH:KLF1:CEBPG:ID2:CPOX:GYPA:PIM1:INSIG1:CTSL	http://www.broadinstitute.org/gsea/msigdb/cards/ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN
Chemical_and_Genetic_pertubation	KRIGE_AMINO_ACID_DEPRIVATION	29	12	4.33033251687e-09	7.47372151077e-07	SESN2:CTH:SARS:DDIT4:CARS:DDIT3:CHAC1:PPP1R15A:TRIB3:SLC7A11:CDKN1A:VEGFA	http://www.broadinstitute.org/gsea/msigdb/cards/KRIGE_AMINO_ACID_DEPRIVATION
Chemical_and_Genetic_pertubation	SCHURINGA_STAT5A_TARGETS_UP	20	10	4.38470021166e-09	7.47372151077e-07	HBE1:HBZ:CISH:GYPB:PIM1:VEGFA:RHAG:CD36:ANK1:AQP3	http://www.broadinstitute.org/gsea/msigdb/cards/SCHURINGA_STAT5A_TARGETS_UP
Chemical_and_Genetic_pertubation	RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN	377	53	4.83008661701e-09	7.84084060828e-07	SERINC2:TRAPPC3:SLC2A1:MKNK1:TMEM79:ITPRIP:ADM:EHD1:PPP2R5B:PCSK7:ORMDL2:USP15:CORO1C:PNP:STRN3:GSKIP:MSRB1:KCTD5:CARHSP1:ATP6V0D1:SLC7A5:KCTD11:PLEKHM1:BSG:DAPK3:MCOLN1:YIPF2:ELOF1:WDR83OS:DDA1:RAB10:SLC35F6:IL1A:TUBA4A:TOM1:DESI1:ABHD5:CISH:ARF4:TP63:FBXO8:P4HA2:CSNK1A1:ARHGEF37:FAT2:FAXDC2:ATP6V0E1:CDKN1A:OSTM1:ULBP2:CD36:FAM83A:CDC37L1	http://www.broadinstitute.org/gsea/msigdb/cards/RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN
Chemical_and_Genetic_pertubation	CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	236	38	1.34802569378e-08	2.08882708641e-06	KLHL21:CTH:POLR3C:LMNA:HSPA6:CYB5R1:FAS:SLC3A2:DDIT3:MDM2:PGF:SLC7A5:DNAJB1:GDF15:CEBPG:LIN37:BLVRB:BBC3:PPP1R15A:NUCB1:BCL2L11:TUBA4A:PTPRN:SMOX:ADRM1:TOM1:SLC7A11:FAT1:P4HA2:SQSTM1:NQO2:CDKN1A:HSPB1:ACHE:IFRD1:AQP3:SAT1:GLA	http://www.broadinstitute.org/gsea/msigdb/cards/CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP
Chemical_and_Genetic_pertubation	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP	131	26	2.12403569664e-08	3.14819029993e-06	KLHL21:SESN2:HSPA6:AIFM2:SLC3A2:RHEBL1:DDIT3:PNP:WDR20:DNAJA4:KCTD5:HERPUD1:BANP:EIF1:MAFG:DNAJB1:SERTAD1:DEDD2:KBTBD8:TMEM217:RELN:PNPLA8:DNAJB9:IFRD1:DNAJA1:GLA	http://www.broadinstitute.org/gsea/msigdb/cards/GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP
Chemical_and_Genetic_pertubation	WIERENGA_STAT5A_TARGETS_GROUP1	132	26	2.51664666072e-08	3.574686861e-06	MIIP:RAP1GAP:SLC6A9:HSPA6:DDIT4:ADM:TULP3:RHEBL1:SYNE3:HBZ:CALB2:CTNS:PLVAP:UPK1A:TRIB3:TGM2:OSBP2:CISH:FAM131A:GYPB:P4HA2:CYSTM1:PIM1:RHAG:SLC25A37:UBAC1	http://www.broadinstitute.org/gsea/msigdb/cards/WIERENGA_STAT5A_TARGETS_GROUP1
Chemical_and_Genetic_pertubation	AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP	292	43	2.8420284396e-08	3.74102106521e-06	CMAS:MYL6:ACTR10:RAB5C:ATP6V0A1:FAM134C:EZH1:BECN1:CDC27:PCTP:NPC1:SIRT2:NFKBIB:PAF1:DMPK:STRN4:SLC1A5:AP2S1:NAPA:NUCB1:BAX:NOSIP:IRF3:NR1H2:ID1:ATP5E:OSBPL2:ARFRP1:ZGPAT:MICALL2:KCTD7:BET1:GNB2:PLOD3:ZNHIT1:FIS1:LSM1:ZC3H3:TSTA3:SHARPIN:VPS28:CYHR1:CDKN2A	http://www.broadinstitute.org/gsea/msigdb/cards/AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP
Chemical_and_Genetic_pertubation	GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	85	20	2.85322815182e-08	3.74102106521e-06	LMNA:SPTA1:MINPP1:HBB:HBD:MICAL2:PRDX2:KLF1:BLVRB:IL1RN:CPOX:TUBB2A:RHAG:ASF1A:CD36:TFR2:CA1:CA2:AQP3:CTSL	http://www.broadinstitute.org/gsea/msigdb/cards/GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP
Chemical_and_Genetic_pertubation	ZHANG_TLX_TARGETS_60HR_UP	293	43	3.15065280619e-08	3.97799089493e-06	SESN2:S100A10:ADAMTS4:MGST3:CYB5R1:LAMB3:TRIM11:SH3BP5L:DDIT4:GHITM:SORBS1:ZFYVE27:CTSD:H2AFJ:DDIT3:MDM2:CCNDBP1:AEN:PCSK6:MSRB1:PKD1:TOB1:WIPI1:BAX:SMOX:MAP1LC3A:CSTB:TANGO2:LMCD1:IQSEC1:WDR6:USP19:IP6K1:SLC22A23:GMPR:CDKN1A:TMEM63B:IGF2R:CTSL:AK1:RALGDS:SAT1:WDR45	http://www.broadinstitute.org/gsea/msigdb/cards/ZHANG_TLX_TARGETS_60HR_UP
Chemical_and_Genetic_pertubation	MOOTHA_PGC	420	55	3.30256699887e-08	4.02087532112e-06	NECAP2:UROD:GUK1:TIMM23:DDIT4:GHITM:HBD:SPSB2:PFKM:UBC:ATP6V1D:HBA1:PIGQ:MSRB1:CARHSP1:MT2A:FAM96B:SLC2A4:FXR2:TVP23B:MAP2K3:NDUFV2:CDC34:BSG:GPX4:AES:APBA3:PRDX2:GCDH:GDF15:TNNI3:ID2:SLC20A1:TRAK2:STK16:ARVCF:PMM1:ABHD5:COL7A1:SLC12A7:P4HA2:GTPBP2:VEGFA:DNAJB9:IFRD1:FASTK:LSM1:CA2:EMC2:FAM214B:AK1:ST6GALNAC4:CRAT:HCCS:SAT1	http://www.broadinstitute.org/gsea/msigdb/cards/MOOTHA_PGC
Chemical_and_Genetic_pertubation	HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN	274	41	3.56207931778e-08	4.13414687353e-06	KLHL21:E2F2:CDKN2C:CD58:LY9:HSPA6:DDIT4:DNAJB12:FAS:HBB:HBD:HBG1:GAS2:SLC3A2:ALDH3B1:DDIT3:SELPLG:CHAC1:ISG20:PKD1:NPIPB3:HERPUD1:SLC7A5:GSDMB:MAFG:DNAJB1:GDF15:CEBPG:PPP1R15A:MZF1:TRIB3:BCL2L1:SLC7A11:PITX1:MAPK13:VEGFA:HSPB1:DNAJB9:IFRD1:CDKN2A:PIM2	http://www.broadinstitute.org/gsea/msigdb/cards/HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN
Chemical_and_Genetic_pertubation	STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	510	63	3.63814626594e-08	4.13414687353e-06	PRDX1:SARS:B4GALT3:MGST3:MRPL55:GUK1:TIMM23:OAT:TRMT112:TM7SF2:TSPAN31:DCAF11:ACTR10:ATP6V1D:GSKIP:MRPL28:HAGH:TCEB2:IST1:PSMB6:NUP88:EIF1:SLC25A39:MYL4:NDUFV2:NDUFA11:ELOF1:ASNA1:PRDX2:RAD23A:KXD1:SIRT2:NR1H2:SCAND1:STAU1:ATP5E:CBR1:ATP6V1E1:DGCR14:HIRA:TXNRD2:ARVCF:TANGO2:KPNA1:TRIM59:AP2M1:CCDC127:TTC33:CYSTM1:SRA1:NDUFA2:BUD31:POP7:ZNHIT1:POLR2J:EMC2:CYHR1:TXN:ALAD:DPM2:GOLGA2:UBAC1:WDR45	http://www.broadinstitute.org/gsea/msigdb/cards/STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN
Chemical_and_Genetic_pertubation	HELLER_SILENCED_BY_METHYLATION_DN	102	22	4.03428532077e-08	4.43641247049e-06	E2F2:CTH:HSPA6:RGS16:DDIT4:GOT1:HBB:HBG1:SLC3A2:DDIT3:CHAC1:PKD1:DNAJB1:GDF15:PPP1R15A:MZF1:TRIB3:RFPL2:SLC7A11:DNAJB9:IFRD1:CA2	http://www.broadinstitute.org/gsea/msigdb/cards/HELLER_SILENCED_BY_METHYLATION_DN
Chemical_and_Genetic_pertubation	STEINER_ERYTHROCYTE_MEMBRANE_GENES	15	8	4.22029009066e-08	4.49592778721e-06	ERMAP:SPTA1:SPTB:EPB42:SLC4A1:DMTN:ANK1:TMOD1	http://www.broadinstitute.org/gsea/msigdb/cards/STEINER_ERYTHROCYTE_MEMBRANE_GENES
Chemical_and_Genetic_pertubation	WIERENGA_STAT5A_TARGETS_UP	213	34	8.55067282313e-08	8.83310413759e-06	MIIP:RAP1GAP:SLC6A9:HSPA6:DDIT4:ADM:TULP3:RHEBL1:SYNE3:HBZ:CALB2:CTNS:PLEKHH3:PLVAP:UPK1A:HES6:TRIB3:TGM2:OSBP2:CISH:TSC22D2:FAM131A:GYPB:P4HA2:CYSTM1:SQSTM1:TUBB2B:MAPK13:PIM1:RHAG:SLC25A37:CA2:UBAC1:EGFL6	http://www.broadinstitute.org/gsea/msigdb/cards/WIERENGA_STAT5A_TARGETS_UP
Chemical_and_Genetic_pertubation	DANG_BOUND_BY_MYC	1086	109	1.04048257195e-07	1.04323679052e-05	MTHFR:CLCN6:TRAPPC3:ELOVL1:UROD:MKNK1:SARS:LAMTOR5:CEPT1:LMNA:PKP1:CNTN2:CR2:PYCR2:ARF1:ABCB10:PSAP:MUC5B:HBB:ILK:PEX16:ARFGAP2:CLP1:DDB1:UBXN1:PRDX5:YIF1A:POLD4:HMBS:TULP3:CMAS:PTGES3:MDM2:CRADD:HCFC2:CORO1C:ABCC4:IRF9:ATP6V1D:EPB42:RPS27L:ISG20:CIB1:MAN2A2:HBA2:HBA1:MT2A:HERPUD1:NUP88:GABARAP:FXR2:FECH:BSG:OAZ1:APBA3:KEAP1:JUNB:KLF1:ELL:NFKBIB:SUPT5H:SERTAD1:BBC3:BAX:IRF3:ID2:TRAK2:FZD5:ABCB6:SCAND1:TOP1:ATP5E:ARFRP1:SOD1:CSTB:PLA2G6:MST1:IFRD2:TUSC2:CISH:ARF4:EIF5A2:CLCN2:GAK:DCK:CLCN3:TTC33:ATG12:SLC22A4:NDUFA2:SQSTM1:WDR46:KIAA1586:ZNF451:ULBP1:ACHE:PLOD3:LSM1:RCL1:CDKN2B:TXN:PAPPA:ST6GALNAC4:DPM2:CRAT:UBAC1:HDAC6:GLA:TMEM187	http://www.broadinstitute.org/gsea/msigdb/cards/DANG_BOUND_BY_MYC
Chemical_and_Genetic_pertubation	MITSIADES_RESPONSE_TO_APLIDIN_UP	428	54	1.52351379688e-07	1.48390243816e-05	ZBTB48:KLHL21:BSDC1:CTH:GTF2B:RRNAD1:LY9:TRMT1L:PKP1:IRF7:SLC3A2:PPP2R5B:NECAP1:DDIT3:TESC:ZCCHC8:CLK3:ISG20:NGRN:HERPUD1:MAP2K3:EIF1:ATP6V0A1:PLEKHM1:NARF:APC2:CCDC130:SPTBN4:BBC3:PPP1R15A:ID2:BCL2L11:ATG9A:MORC3:GTPBP1:IP6K2:ARF4:CHST2:FAM13A:CLCN3:ANKRA2:ATG12:ATP6V0E1:SQSTM1:GMPR:HIST1H4J:AP5Z1:BET1:IFRD1:CTSB:NMRK1:USP20:SLC35A2:GLA	http://www.broadinstitute.org/gsea/msigdb/cards/MITSIADES_RESPONSE_TO_APLIDIN_UP
Chemical_and_Genetic_pertubation	JISON_SICKLE_CELL_DISEASE_UP	181	30	1.78964985226e-07	1.6946989851e-05	PRDX1:MKNK1:GTF2B:TALDO1:HBB:ADM:NFE2:BLOC1S1:DDIT3:CRADD:ATP6V1D:ATP6V0A1:CALCOCO2:TMED1:LYL1:BLVRB:NUCB1:SMOX:DESI1:CCRL2:SLC22A4:GNPDA1:SLC36A1:TUBB2A:CDKN1A:JAK2:CTSL:TXN:RENBP:MPP1	http://www.broadinstitute.org/gsea/msigdb/cards/JISON_SICKLE_CELL_DISEASE_UP
Chemical_and_Genetic_pertubation	NIKOLSKY_BREAST_CANCER_16P13_AMPLICON	119	23	1.96129067733e-07	1.80703781595e-05	NPRL3:HBZ:HBM:HBA2:HBA1:HBQ1:LUC7L:MRPL28:PIGQ:NHLRC4:GNPTG:UNKL:CLCN7:CRAMP1L:MAPK8IP3:EME2:HAGH:FAHD1:MSRB1:RPL3L:PKD1:KCTD5:TCEB2	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_16P13_AMPLICON
Chemical_and_Genetic_pertubation	TIEN_INTESTINE_PROBIOTICS_24HR_DN	212	33	2.36596027364e-07	2.1225154139e-05	SARS:LAMB3:HKDC1:DDIT4:GOT1:FTH1:SLC3A2:ALDH3B1:TSPAN31:UBC:HERPUD1:EIF1:WIPI1:MAP2K2:GDF15:CEBPG:SLC1A5:PPP1R15A:FTL:TANK:TRIB3:ARF4:CLCN3:CSNK1A1:SQSTM1:VEGFA:DNAJB9:IFRD1:TCEA1:ST6GALNAC4:SAT1:WDR45:SLC6A8	http://www.broadinstitute.org/gsea/msigdb/cards/TIEN_INTESTINE_PROBIOTICS_24HR_DN
Chemical_and_Genetic_pertubation	KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP	753	80	5.07763358625e-07	4.3933628571e-05	KLHL21:CLCN6:ATP6V0B:PRDX1:SARS:LAMTOR5:RNF187:PSAP:GOT1:ACTR1A:OAT:TALDO1:ILK:MICAL2:CRY2:ARFGAP2:DDB1:SLC3A2:PPP2R5B:NECAP1:BLOC1S1:DDIT3:IRF9:MAN2A2:HAGH:TCEB2:ATP6V0D1:KIAA0513:CHMP1A:PSMB6:GABARAP:FXR2:UBB:BECN1:WBP2:CDC34:GPX4:OAZ1:SH3GL1:PNPLA6:DHPS:DNAJB1:RABAC1:AP2S1:SPHK2:NUCB1:FTL:CHMP2A:FKBP1B:SLC20A1:ATG9A:TUBA4A:PTPRN:ADRM1:SOD1:CSTB:ATP6V1E1:GNAZ:RASL10A:CBX7:PMM1:IP6K1:TUSC2:BAP1:AP2M1:PSMD2:GNPDA1:TUBB2A:FBXO9:TSC22D4:POLR2J:ARF5:ATP6V1B2:DMTN:CA2:VPS28:SSNA1:TUBB4B:TIMM17B:GDI1	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP
Chemical_and_Genetic_pertubation	FERNANDEZ_BOUND_BY_MYC	180	29	5.15501655277e-07	4.3933628571e-05	CLCN6:UROD:LMNA:RABGAP1L:PKP1:CR2:ARF1:HMBS:MDM2:EPB42:ISG20:MAN2A2:HERPUD1:SLC2A4:FECH:BSG:JUNB:BBC3:BAX:IRF3:ID2:TOP1:CSTB:IFRD2:ARF4:EIF5A2:DCK:ACHE:TXN	http://www.broadinstitute.org/gsea/msigdb/cards/FERNANDEZ_BOUND_BY_MYC
Chemical_and_Genetic_pertubation	RADMACHER_AML_PROGNOSIS	76	17	5.45466381743e-07	4.53535340332e-05	SLC2A1:CNN3:SELENBP1:GLUL:RGS16:ENDOD1:IFI27:ISG20:CDC42EP4:NFKBIB:DMWD:FHL2:GYPC:TGM2:TUBB2A:CTNNAL1:SLC6A8	http://www.broadinstitute.org/gsea/msigdb/cards/RADMACHER_AML_PROGNOSIS
Chemical_and_Genetic_pertubation	SMIRNOV_RESPONSE_TO_IR_6HR_UP	164	27	7.42266340057e-07	6.02472846013e-05	LMNA:RGS16:SLC30A1:FAS:CLP1:METTL7A:DDIT3:MDM2:PGF:AEN:CES2:TOB1:CDC42EP4:FDXR:CD70:GDF15:ITPKC:BBC3:FHL2:PLXNB2:ANKRA2:CDKN1A:GNB2:ZNF79:RALGDS:RXRA:MOSPD1	http://www.broadinstitute.org/gsea/msigdb/cards/SMIRNOV_RESPONSE_TO_IR_6HR_UP
Chemical_and_Genetic_pertubation	HOUSTIS_ROS	36	11	8.36879047725e-07	6.63469924115e-05	PRDX1:PRDX6:CAT:FTH1:MT2A:GPX4:PRDX2:FTL:SOD1:TXNRD2:TXN	http://www.broadinstitute.org/gsea/msigdb/cards/HOUSTIS_ROS
Chemical_and_Genetic_pertubation	GARY_CD5_TARGETS_UP	463	55	8.64061485823e-07	6.69451273902e-05	PHF13:SESN2:CTH:SARS:PI4KB:RGS16:DDIT4:CARS:SLC3A2:POLD4:UCP2:IRF9:GABARAP:MAP2K3:WBP2:MKNK2:DAPK3:MAP2K2:UBXN6:CD70:RAB11B:SLC44A2:DHPS:JUNB:CEBPG:DMPK:STRN4:SLC1A5:AP2A1:NR1H2:BCL2L11:LSS:GTPBP1:BAP1:KPNA1:TPRA1:UVSSA:SLC7A11:MSMO1:CYSTM1:SQSTM1:CDKN1A:VEGFA:PILRB:GNB2:IFRD1:INSIG1:MFHAS1:SLC25A37:SDCBP:HSF1:ST6GALNAC4:SH3GLB2:SAT1:PIM2	http://www.broadinstitute.org/gsea/msigdb/cards/GARY_CD5_TARGETS_UP
Chemical_and_Genetic_pertubation	MARSON_BOUND_BY_FOXP3_STIMULATED	1009	99	1.11242016329e-06	8.42720074812e-05	SESN2:LSM10:SLC2A1:PRDX1:HIAT1:SARS:LRIF1:CEPT1:POLR3C:PSMD4:SHC1:TMEM79:LY9:USF1:PRDX6:RABGAP1L:DDIT4:DNAJB12:WDR96:ITPRIP:TOLLIP:CTSD:NAP1L4:FAM160A2:ADM:FTH1:SLC3A2:SLC25A45:FRMD8:POLD4:TMEM134:NUMA1:UCP2:P4HA3:KBTBD3:TMPRSS4:PFKM:MDM2:UBE3B:NUPL1:ENTPD5:SYNE3:SERF2:ZFAND6:DNASE1:TSNAXIP1:BCAR1:UBB:TOM1L2:ATP6V0A1:FAM134C:CDC27:MYL4:NDUFV2:NPC1:OAZ1:TRAPPC5:JUNB:DDA1:ELL:KCNN4:SLC35F6:CENPA:NRBP1:FBXO48:FHL2:SLC20A1:GYPC:MGME1:CSTB:TPST2:GTPBP1:SUN2:CBX7:GRAP2:KAT2B:SHISA5:ARIH2:WDR6:CISH:BBS12:ATG12:SLC36A1:HIST1H3A:HIST1H3D:HIST1H4J:PIM1:GTPBP2:MAD2L1BP:FBXO9:ASF1A:C1GALT1:INSIG1:SDCBP:RCL1:JAK2:CD274:TXN:WDR45	http://www.broadinstitute.org/gsea/msigdb/cards/MARSON_BOUND_BY_FOXP3_STIMULATED
Chemical_and_Genetic_pertubation	SMIRNOV_RESPONSE_TO_IR_2HR_UP	51	13	1.47844308444e-06	0.000109565488584	RGS16:SLC30A1:FAS:MDM2:AEN:GDF15:BBC3:PPP1R15A:ID2:PCIF1:SLC7A11:CDKN1A:PIM1	http://www.broadinstitute.org/gsea/msigdb/cards/SMIRNOV_RESPONSE_TO_IR_2HR_UP
